title,city,location,bedrooms,price_inr,area_sqft,estimated_monthly_rent,price_lakhs,price_lakhs_psf,down_payment,loan_amount,monthly_emi,effective_emi,total_tax_saved,final_property_value,final_renting_wealth,decision,wealth_difference
"3 BHK Apartment in laxmi nagar, Bangalore",Bangalore,laxmi nagar,3,6316323.0,908.1,31240,63.16,0.0696,1579081,4737242,36728,29064,1839273,20257304,14790521,BUYING is financially better,5466782
"3 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,3,7909912.0,639.0,27892,79.1,0.1238,1977478,5932434,45994,37988,1921484,25368159,27049652,RENTING is financially better,1681493
"4 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,4,15835022.0,1366.3,56741,158.35,0.1159,3958756,11876266,92077,83661,2019817,50785061,53465256,RENTING is financially better,2680196
"4 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,4,20747228.0,1543.4,83047,207.47,0.1344,5186807,15560421,120640,112139,2040256,66539171,63441028,BUYING is financially better,3098143
"4 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,4,10837191.0,1315.3,43139,108.37,0.0824,2709298,8127893,63015,54774,1977961,34756340,33320372,BUYING is financially better,1435967
"4 BHK Apartment in ram nagar, Mumbai",Mumbai,ram nagar,4,14861024.0,1262.7,50461,148.61,0.1177,3715256,11145768,86413,78023,2013677,47661317,52295229,RENTING is financially better,4633911
"3 BHK Apartment in yelahanka, Bangalore",Bangalore,yelahanka,3,7652196.0,1016.0,29316,76.52,0.0753,1913049,5739147,44496,36530,1911721,24541629,24396911,BUYING is financially better,144718
"3 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,3,8270157.0,827.5,31708,82.7,0.0999,2067539,6202618,48089,40040,1931799,26523514,26348462,BUYING is financially better,175052
"3 BHK Apartment in rambaug colony, Bangalore",Bangalore,rambaug colony,3,7066244.0,786.7,25642,70.66,0.0898,1766561,5299683,41088,33232,1885575,22662402,23614043,RENTING is financially better,951641
"3 BHK Apartment in tupe vasti, Mumbai",Mumbai,tupe vasti,3,11175045.0,900.9,38145,111.75,0.124,2793761,8381284,64980,56723,1981639,35839883,39172694,RENTING is financially better,3332811
"3 BHK Apartment in powai, Mumbai",Mumbai,powai,3,6573247.0,682.5,29259,65.73,0.0963,1643312,4929935,38222,30486,1856491,21081294,17861402,BUYING is financially better,3219892
"3 BHK Apartment in bankar vasti, Bangalore",Bangalore,bankar vasti,3,13442546.0,801.6,56487,134.43,0.1677,3360636,10081910,78165,69812,2004736,43112066,39070232,BUYING is financially better,4041834
"4 BHK Apartment in industrial area, Mumbai",Mumbai,industrial area,4,7053269.0,1666.1,24355,70.53,0.0423,1763317,5289952,41013,33159,1884950,22620789,24512237,RENTING is financially better,1891448
"3 BHK Apartment in midc, Bangalore",Bangalore,midc,3,5384871.0,1560.0,19024,53.85,0.0345,1346218,4038653,31312,24007,1753083,17270011,18387527,RENTING is financially better,1117517
"3 BHK Apartment in mokai vasti, Mumbai",Mumbai,mokai vasti,3,19403857.0,1658.2,74554,194.04,0.117,4850964,14552893,112828,104344,2036354,62230798,61699265,BUYING is financially better,531533
"3 BHK Apartment in khese park, Bangalore",Bangalore,khese park,3,6664710.0,776.5,23769,66.65,0.0858,1666178,4998532,38754,30994,1862286,21374628,22588024,RENTING is financially better,1213396
"2 BHK Apartment in atur nagar, Mumbai",Mumbai,atur nagar,2,15094667.0,1388.4,54273,150.95,0.1087,3773667,11321000,87772,79375,2015150,48410642,50825132,RENTING is financially better,2414490
"2 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,2,30292467.0,1488.0,125192,302.92,0.2036,7573117,22719350,176143,167545,2063403,97152045,89638653,BUYING is financially better,7513392
"2 BHK Apartment in kuthwad colony, Bangalore",Bangalore,kuthwad colony,2,7245568.0,898.4,31087,72.46,0.0806,1811392,5434176,42131,34239,1894218,23237518,20572692,BUYING is financially better,2664827
"4 BHK Apartment in mayur colony, Mumbai",Mumbai,mayur colony,4,15548864.0,1243.6,60619,155.49,0.125,3887216,11661648,90413,82004,2018013,49867313,48775602,BUYING is financially better,1091712
"3 BHK Apartment in laxmi nagar, Bangalore",Bangalore,laxmi nagar,3,7106617.0,862.1,34271,71.07,0.0824,1776654,5329963,41323,33458,1887521,22791883,17307620,BUYING is financially better,5484263
"3 BHK Apartment in rakshak nagar, Bangalore",Bangalore,rakshak nagar,3,6567965.0,720.6,23650,65.68,0.0911,1641991,4925974,38191,30457,1856156,21064354,22088495,RENTING is financially better,1024142
"4 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,4,4251225.0,1279.6,18225,42.51,0.0332,1062806,3188419,24720,18151,1576527,13634254,12081960,BUYING is financially better,1552295
"3 BHK Apartment in anand park nagar, Bangalore",Bangalore,anand park nagar,3,22005050.0,1289.8,90249,220.05,0.1706,5501262,16503788,127954,119437,2043909,70573176,65641509,BUYING is financially better,4931668
"3 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,3,26901826.0,1226.7,117877,269.02,0.2193,6725456,20176370,156427,147852,2058131,86277800,74519312,BUYING is financially better,11758488
"4 BHK Apartment in mayur colony, Bangalore",Bangalore,mayur colony,4,20353422.0,1412.4,73848,203.53,0.1441,5088356,15265066,118350,109854,2039112,65276182,68025266,RENTING is financially better,2749084
"3 BHK Apartment in patil nagar, Mumbai",Mumbai,patil nagar,3,11114931.0,913.2,38903,111.15,0.1217,2778733,8336198,64630,56376,1980984,35647089,38230553,RENTING is financially better,2583463
"2 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,2,9509368.0,1259.9,40520,95.09,0.0755,2377342,7132026,55295,47138,1957556,30497831,27212880,BUYING is financially better,3284952
"3 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,3,17170513.0,875.9,73082,171.71,0.196,4292628,12877885,99842,91391,2028235,55068161,49199445,BUYING is financially better,5868716
"4 BHK Apartment in vishal nagar, Mumbai",Mumbai,vishal nagar,4,17485666.0,1240.1,55997,174.86,0.141,4371416,13114250,101675,93215,2030221,56078900,64094878,RENTING is financially better,8015978
"4 BHK Apartment in ganga nagar, Bangalore",Bangalore,ganga nagar,4,27175387.0,1394.6,100815,271.75,0.1949,6793847,20381540,158018,149439,2058925,87155148,89143676,RENTING is financially better,1988529
"3 BHK Apartment in anand park nagar, Mumbai",Mumbai,anand park nagar,3,14205995.0,1093.1,56453,142.06,0.13,3551499,10654496,82604,74231,2009548,45560550,43751111,BUYING is financially better,1809440
"3 BHK Apartment in rakshak nagar, Bangalore",Bangalore,rakshak nagar,3,7786622.0,955.3,31322,77.87,0.0815,1946656,5839966,45277,37288,1917373,24972752,23693267,BUYING is financially better,1279484
"3 BHK Apartment in kumar samrudhi society, Bangalore",Bangalore,kumar samrudhi society,3,8068338.0,1143.6,36737,80.68,0.0706,2017084,6051254,46915,38890,1926020,25876253,21299023,BUYING is financially better,4577230
"4 BHK Apartment in kotwal nagar, Mumbai",Mumbai,kotwal nagar,4,18992083.0,1637.6,63790,189.92,0.116,4748021,14244062,110434,101954,2035159,60910183,67362357,RENTING is financially better,6452174
"3 BHK Apartment in powai, Mumbai",Mumbai,powai,3,4776410.0,1312.6,17063,47.76,0.0364,1194102,3582308,27774,20807,1672083,15318594,16166614,RENTING is financially better,848020
"4 BHK Apartment in koregaon park annexe, Bangalore",Bangalore,koregaon park annexe,4,10931114.0,1381.4,47015,109.31,0.0791,2732778,8198336,63562,55316,1978983,35057563,30949746,BUYING is financially better,4107818
"4 BHK Apartment in rakshak nagar, Mumbai",Mumbai,rakshak nagar,4,26776887.0,1256.2,122231,267.77,0.2132,6694222,20082665,155701,147127,2057768,85877104,70451216,BUYING is financially better,15425888
"3 BHK Apartment in dattawadi, Bangalore",Bangalore,dattawadi,3,5605275.0,796.1,22969,56.05,0.0704,1401319,4203956,32593,25189,1777078,17976876,16735711,BUYING is financially better,1241166
"4 BHK Apartment in nandanwan society, Bangalore",Bangalore,nandanwan society,4,3766473.0,1338.3,14312,37.66,0.0281,941618,2824855,21901,15839,1454960,12079589,12097639,RENTING is financially better,18050
"3 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,3,12989316.0,1181.1,45971,129.89,0.11,3247329,9741987,75530,67190,2001387,41658496,44292226,RENTING is financially better,2633730
"4 BHK Apartment in hinjawadi phase 1, Mumbai",Mumbai,hinjawadi phase 1,4,23465289.0,1647.4,80394,234.65,0.1424,5866322,17598967,136445,127911,2048150,75256361,82028763,RENTING is financially better,6772402
"3 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,3,2256993.0,804.6,8035,22.57,0.0281,564248,1692745,13124,9189,944414,7238482,7660281,RENTING is financially better,421798
"3 BHK Apartment in kharalwadi, Mumbai",Mumbai,kharalwadi,3,13248685.0,1329.5,51408,132.49,0.0997,3312171,9936514,77038,68690,2003514,42490328,41745016,BUYING is financially better,745311
"3 BHK Apartment in yashwant nagar, Mumbai",Mumbai,yashwant nagar,3,14848129.0,1324.8,53510,148.48,0.1121,3712032,11136097,86338,77948,2013596,47619961,49901287,RENTING is financially better,2281326
"3 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,3,11354694.0,1125.9,41084,113.55,0.1008,2838674,8516020,66025,57760,1983594,36416042,38036303,RENTING is financially better,1620261
"3 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,3,7332146.0,742.5,26462,73.32,0.0987,1833036,5499110,42635,34725,1898265,23515186,24612674,RENTING is financially better,1097488
"3 BHK Apartment in rakshak nagar, Mumbai",Mumbai,rakshak nagar,3,8931846.0,849.0,33853,89.32,0.1052,2232962,6698884,51936,43820,1947936,28645640,28754204,RENTING is financially better,108564
"3 BHK Apartment in yelahanka, Bangalore",Bangalore,yelahanka,3,10917531.0,1298.8,44631,109.18,0.0841,2729383,8188148,63483,55237,1978836,35014001,32677260,BUYING is financially better,2336741
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,12680652.0,753.4,54871,126.81,0.1683,3170163,9510489,73735,65410,1998027,40668569,35651793,BUYING is financially better,5016776
"2 BHK Apartment in urit nagar, Mumbai",Mumbai,urit nagar,2,11769823.0,1001.5,40244,117.7,0.1175,2942456,8827367,68438,60155,1988113,37747417,41205384,RENTING is financially better,3457967
"4 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,4,29747517.0,1274.2,117397,297.48,0.2335,7436879,22310638,172974,164378,2062982,95404317,92235151,BUYING is financially better,3169166
"2 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,2,4863210.0,641.8,21270,48.63,0.0758,1215802,3647408,28278,21256,1685343,15596973,13501205,BUYING is financially better,2095769
"2 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,2,7398443.0,759.1,28469,73.98,0.0975,1849611,5548832,43020,35099,1901053,23727809,23492861,BUYING is financially better,234948
"3 BHK Apartment in yelahanka, Bangalore",Bangalore,yelahanka,3,7033645.0,760.9,27196,70.34,0.0924,1758411,5275234,40899,33049,1884004,22557852,22235215,BUYING is financially better,322638
"3 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,3,11067990.0,1026.6,39358,110.68,0.1078,2766998,8300992,64358,56106,1980473,35496543,37598822,RENTING is financially better,2102278
"2 BHK Apartment in dhayari phata, Bangalore",Bangalore,dhayari phata,2,10197828.0,1058.4,37959,101.98,0.0964,2549457,7648371,59298,51094,1968963,32705816,33355445,RENTING is financially better,649629
"4 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,4,27518877.0,1299.5,111781,275.19,0.2118,6879719,20639158,160015,151432,2059923,88256767,82910837,BUYING is financially better,5345930
"3 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,3,5506652.0,807.4,22142,55.07,0.0682,1376663,4129989,32020,24656,1767258,17660579,16762364,BUYING is financially better,898215
"4 BHK Apartment in prabhag 36, Mumbai",Mumbai,prabhag 36,4,46177809.0,1598.6,164649,461.78,0.2889,11544452,34633357,268512,259863,2075676,148098489,156535662,RENTING is financially better,8437173
"2 BHK Apartment in mohan nagar co-op society, Bangalore",Bangalore,mohan nagar co-op society,2,6304031.0,766.1,24991,63.04,0.0823,1576008,4728023,36656,28997,1838292,20217881,19460868,BUYING is financially better,757014
"3 BHK Apartment in malad west, Mumbai",Mumbai,malad west,3,8706607.0,786.4,33025,87.07,0.1107,2176652,6529955,50627,42532,1942692,27923268,28009587,RENTING is financially better,86319
"3 BHK Apartment in yelahanka, Bangalore",Bangalore,yelahanka,3,5749608.0,796.5,24349,57.5,0.0722,1437402,4312206,33432,25969,1791165,18439772,16567839,BUYING is financially better,1871933
"3 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,3,4544538.0,878.0,16388,45.45,0.0518,1136134,3408404,26425,19619,1633484,14574949,15265370,RENTING is financially better,690421
"3 BHK Apartment in hinjawadi phase 1, Bangalore",Bangalore,hinjawadi phase 1,3,6412203.0,743.9,25192,64.12,0.0862,1603051,4809152,37285,29592,1846287,20564804,19967804,BUYING is financially better,597000
"2 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,2,2675384.0,1300.4,10907,26.75,0.0206,668846,2006538,15557,10957,1103932,8580319,8030474,BUYING is financially better,549845
"2 BHK Apartment in datta nager, Bangalore",Bangalore,datta nager,2,14264248.0,1437.3,62016,142.64,0.0992,3566062,10698186,82943,74568,2009915,45747376,39881934,BUYING is financially better,5865441
"4 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,4,31744508.0,1308.4,136058,317.45,0.2426,7936127,23808381,184586,175984,2064525,101808938,90241039,BUYING is financially better,11567898
"3 BHK Apartment in midc, Mumbai",Mumbai,midc,3,7834849.0,785.6,34826,78.35,0.0997,1958712,5876137,45558,37561,1919303,25127422,21326499,BUYING is financially better,3800923
"3 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,3,5966306.0,655.9,20026,59.66,0.091,1491576,4474730,34693,27145,1811329,19134752,21171887,RENTING is financially better,2037135
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,4108258.0,1173.6,18963,41.08,0.035,1027064,3081194,23888,17452,1544792,13175740,10649818,BUYING is financially better,2525922
"4 BHK Apartment in malad west, Mumbai",Mumbai,malad west,4,15722847.0,1410.6,69317,157.23,0.1115,3930712,11792135,91424,83011,2019109,50425300,43231457,BUYING is financially better,7193843
"3 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,3,12919817.0,1267.7,50270,129.2,0.1019,3229954,9689863,75125,66789,2000630,41435603,40603935,BUYING is financially better,831668
"3 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,3,4988708.0,684.6,21784,49.89,0.0729,1247177,3741531,29008,21912,1703158,15999462,13876102,BUYING is financially better,2123361
"2 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,2,17158871.0,1594.2,61389,171.59,0.1076,4289718,12869153,99774,91324,2028162,55030824,58007759,RENTING is financially better,2976935
"3 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,3,11206387.0,981.7,39282,112.06,0.1142,2801597,8404790,65162,56904,1981980,35940401,38500397,RENTING is financially better,2559996
"3 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,3,2715711.0,1287.0,9911,27.16,0.0211,678928,2036783,15791,11131,1118537,8709653,9032696,RENTING is financially better,323043
"3 BHK Apartment in powai, Mumbai",Mumbai,powai,3,10611140.0,827.7,41499,106.11,0.1282,2652785,7958355,61701,53470,1975501,34031363,33187412,BUYING is financially better,843952
"3 BHK Apartment in wadmukhwadi, Mumbai",Mumbai,wadmukhwadi,3,14607419.0,1093.9,52488,146.07,0.1335,3651855,10955564,84938,76555,2012078,46847972,49209655,RENTING is financially better,2361683
"2 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,2,14818986.0,1212.6,56862,148.19,0.1222,3704746,11114240,86169,77779,2013412,47526496,47178186,BUYING is financially better,348310
"2 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,2,7355727.0,857.6,30673,73.56,0.0858,1838932,5516795,42772,34858,1899257,23590813,21558755,BUYING is financially better,2032058
"3 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,3,13406041.0,1553.3,54464,134.06,0.0863,3351510,10054531,77953,69601,2004505,42994990,40383849,BUYING is financially better,2611141
"3 BHK Apartment in chintamani nagar, Mumbai",Mumbai,chintamani nagar,3,16628525.0,1358.2,60966,166.29,0.1224,4157131,12471394,96691,88254,2024818,53329932,55095235,RENTING is financially better,1765303
"3 BHK Apartment in hinjawadi phase 1, Bangalore",Bangalore,hinjawadi phase 1,3,13176189.0,869.7,55769,131.76,0.1515,3294047,9882142,76616,68270,2003057,42257823,37991371,BUYING is financially better,4266452
"3 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,3,11187807.0,799.8,49849,111.88,0.1399,2796952,8390855,65054,56797,1981778,35880813,30362856,BUYING is financially better,5517956
"3 BHK Apartment in ramtekdi industrial area, Mumbai",Mumbai,ramtekdi industrial area,3,33666870.0,1217.9,115754,336.67,0.2764,8416718,25250152,195764,187156,2066010,107974213,117380691,RENTING is financially better,9406478
"3 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,3,15326552.0,1643.6,70356,153.27,0.0932,3831638,11494914,89120,80717,2016611,49154329,40026100,BUYING is financially better,9128228
"2 BHK Apartment in ram nagar, Mumbai",Mumbai,ram nagar,2,7244641.0,751.7,33055,72.45,0.0964,1811160,5433481,42126,34233,1894174,23234545,19072601,BUYING is financially better,4161944
"3 BHK Apartment in kotwal nagar, Bangalore",Bangalore,kotwal nagar,3,15521074.0,824.2,72866,155.21,0.1883,3880268,11640806,90251,81843,2017838,49778187,39306165,BUYING is financially better,10472022
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,6734579.0,868.2,27079,67.35,0.0776,1683645,5050934,39160,31382,1866713,21598707,20500533,BUYING is financially better,1098174
"3 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,3,8449872.0,866.5,32973,84.5,0.0975,2112468,6337404,49134,41064,1936715,27099884,26483656,BUYING is financially better,616228
"4 BHK Apartment in jai bhavani nagar, Mumbai",Mumbai,jai bhavani nagar,4,14533239.0,1594.3,61190,145.33,0.0912,3633310,10899929,84507,76125,2011611,46610066,42149321,BUYING is financially better,4460745
"2 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,2,22461048.0,762.6,84881,224.61,0.2945,5615262,16845786,130605,122083,2045233,72035624,72498207,RENTING is financially better,462583
"4 BHK Apartment in alkapuri society, Mumbai",Mumbai,alkapuri society,4,35666519.0,1406.3,146766,356.67,0.2536,8916630,26749889,207392,198777,2067555,114387358,106023823,BUYING is financially better,8363536
"5 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,5,13900686.0,1499.9,46670,139.01,0.0927,3475172,10425514,80829,72464,2007623,44581383,49318422,RENTING is financially better,4737039
"2 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,2,12348650.0,1246.7,55682,123.49,0.0991,3087162,9261488,71804,63494,1994413,39603793,33011592,BUYING is financially better,6592201
"3 BHK Apartment in bhumkar nagar, Bangalore",Bangalore,bhumkar nagar,3,11044070.0,1158.5,48535,110.44,0.0953,2761018,8283052,64218,55968,1980213,35419829,30484244,BUYING is financially better,4935585
"3 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,3,5905304.0,748.6,22213,59.05,0.0789,1476326,4428978,34338,26812,1806268,18939110,19139193,RENTING is financially better,200083
"2 BHK Apartment in mohan nagar co-op society, Bangalore",Bangalore,mohan nagar co-op society,2,10007549.0,999.3,34899,100.08,0.1001,2501887,7505662,58191,50000,1965810,32095565,34518905,RENTING is financially better,2423340
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,1545215.0,595.8,6526,15.45,0.0259,386304,1158911,8985,6290,646922,4955714,4466167,BUYING is financially better,489547
"2 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,2,2541688.0,890.6,12416,25.42,0.0285,635422,1906266,14779,10383,1055078,8151538,6069387,BUYING is financially better,2082150
"2 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,2,16975276.0,851.6,69069,169.75,0.1993,4243819,12731457,98707,90261,2027004,54442010,51056352,BUYING is financially better,3385658
"4 BHK Apartment in nilanjali society, Bangalore",Bangalore,nilanjali society,4,14805983.0,1716.8,52413,148.06,0.0862,3701496,11104487,86093,77704,2013330,47484793,50477333,RENTING is financially better,2992540
"3 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,3,3563061.0,715.0,14473,35.63,0.0498,890765,2672296,20718,14906,1394895,11427219,10735095,BUYING is financially better,692125
"3 BHK Apartment in malwadi, Bangalore",Bangalore,malwadi,3,10121135.0,1175.9,41167,101.21,0.0861,2530284,7590851,58852,50653,1967692,32459851,30451761,BUYING is financially better,2008090
"4 BHK Apartment in powai, Mumbai",Mumbai,powai,4,21103120.0,1409.3,78582,211.03,0.1497,5275780,15827340,122709,114204,2041290,67680565,69001629,RENTING is financially better,1321064
"3 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,3,13917289.0,1101.0,55290,139.17,0.1264,3479322,10437967,80925,72560,2007728,44634631,42873898,BUYING is financially better,1760733
"2 BHK Apartment in ram nagar, Mumbai",Mumbai,ram nagar,2,13845823.0,1275.7,49987,138.46,0.1085,3461456,10384367,80510,72146,2007278,44405430,46465074,RENTING is financially better,2059644
"3 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,3,12554321.0,1119.4,58035,125.54,0.1122,3138580,9415741,73000,64681,1996652,40263408,32478858,BUYING is financially better,7784550
"3 BHK Apartment in kotwal nagar, Bangalore",Bangalore,kotwal nagar,3,9064835.0,1152.1,38365,90.65,0.0787,2266209,6798626,52710,44584,1950191,29072154,26138820,BUYING is financially better,2933334
"3 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,3,14269237.0,1408.1,57688,142.69,0.1013,3567309,10701928,82972,74597,2009947,45763376,43198903,BUYING is financially better,2564473
"3 BHK Apartment in atul nagar, Bangalore",Bangalore,atul nagar,3,23747348.0,1262.0,95557,237.47,0.1882,5936837,17810511,138085,129547,2048969,76160962,72234282,BUYING is financially better,3926680
"3 BHK Apartment in powai, Mumbai",Mumbai,powai,3,7337641.0,819.0,29535,73.38,0.0896,1834410,5503231,42666,34756,1898497,23532809,22312639,BUYING is financially better,1220170
"3 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,3,14843642.0,831.7,48280,148.44,0.1785,3710910,11132732,86312,77922,2013567,47605571,53845427,RENTING is financially better,6239856
"3 BHK Apartment in clover park, Bangalore",Bangalore,clover park,3,6081821.0,708.4,26818,60.82,0.0859,1520455,4561366,35364,27779,1820551,19505224,16718596,BUYING is financially better,2786628
"3 BHK Apartment in midc, Bangalore",Bangalore,midc,3,17404383.0,1751.3,64487,174.04,0.0994,4351096,13053287,101202,92745,2029709,55818214,57152221,RENTING is financially better,1334007
"3 BHK Apartment in deccan hills, Bangalore",Bangalore,deccan hills,3,11899177.0,1549.0,44498,118.99,0.0768,2974794,8924383,69191,60901,1989521,38162273,38763753,RENTING is financially better,601480
"3 BHK Apartment in ashoka nagar, Mumbai",Mumbai,ashoka nagar,3,15154145.0,1351.5,63004,151.54,0.1121,3788536,11365609,88117,79719,2015525,48601396,44557744,BUYING is financially better,4043652
"3 BHK Apartment in yelahanka, Bangalore",Bangalore,yelahanka,3,16479556.0,1151.1,71779,164.8,0.1432,4119889,12359667,95824,87392,2023879,52852169,45975855,BUYING is financially better,6876313
"3 BHK Apartment in laxmi nagar, Bangalore",Bangalore,laxmi nagar,3,13652634.0,724.3,58148,136.53,0.1885,3413158,10239476,79387,71028,2006060,43785847,39089912,BUYING is financially better,4695934
"3 BHK Apartment in yashwant nagar, Bangalore",Bangalore,yashwant nagar,3,14594770.0,1468.3,48770,145.95,0.0994,3648692,10946078,84865,76481,2011999,46807405,51955862,RENTING is financially better,5148457
"3 BHK Apartment in kuthwad colony, Bangalore",Bangalore,kuthwad colony,3,3811069.0,1343.6,15208,38.11,0.0284,952767,2858302,22160,16044,1467925,12222615,11689165,BUYING is financially better,533450
"3 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,3,9315233.0,803.1,30970,93.15,0.116,2328808,6986425,54166,46023,1954340,29875214,33281131,RENTING is financially better,3405917
"3 BHK Apartment in bhumkar nagar, Bangalore",Bangalore,bhumkar nagar,3,7935211.0,1108.8,39145,79.35,0.0716,1983803,5951408,46141,38132,1922208,25449297,18658733,BUYING is financially better,6790564
"2 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,2,11507785.0,1248.1,42800,115.08,0.0922,2876946,8630839,66915,58643,1985260,36907025,37666684,RENTING is financially better,759659
"3 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,3,16276447.0,1621.5,66044,162.76,0.1004,4069112,12207335,94643,86216,2022599,52200771,49092397,BUYING is financially better,3108374
"3 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,3,13744186.0,1307.3,52031,137.44,0.1051,3436046,10308140,79919,71558,2006637,44079466,44293202,RENTING is financially better,213735
"2 BHK Apartment in malad west, Mumbai",Mumbai,malad west,2,5978923.0,1585.5,25348,59.79,0.0377,1494731,4484192,34766,27214,1812336,19175216,17207457,BUYING is financially better,1967759
"3 BHK Apartment in chovisawadi, Mumbai",Mumbai,chovisawadi,3,17547990.0,944.8,78524,175.48,0.1857,4386998,13160992,102037,93576,2030614,56278781,47368591,BUYING is financially better,8910190
"3 BHK Apartment in k. k. market, Mumbai",Mumbai,k. k. market,3,8469194.0,870.6,30039,84.69,0.0973,2117298,6351896,49246,41175,1937165,27161852,28829458,RENTING is financially better,1667606
"2 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,2,21762771.0,1057.7,83987,217.63,0.2058,5440693,16322078,126545,118032,2043205,69796155,68919402,BUYING is financially better,876752
"5 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,5,44803068.0,1467.0,160083,448.03,0.3054,11200767,33602301,260518,251874,2074613,143689509,151620583,RENTING is financially better,7931074
"3 BHK Apartment in kaspate wasti, Bangalore",Bangalore,kaspate wasti,3,13664145.0,1707.8,59827,136.64,0.08,3416036,10248109,79453,71095,2006132,43822764,37885119,BUYING is financially better,5937645
"2 BHK Apartment in midc, Mumbai",Mumbai,midc,2,15359748.0,773.7,59478,153.6,0.1985,3839937,11519811,89313,80910,2016821,49260793,48488924,BUYING is financially better,771869
"3 BHK Apartment in atul nagar, Mumbai",Mumbai,atul nagar,3,12617364.0,1208.1,49555,126.17,0.1044,3154341,9463023,73367,65044,1997338,40465596,39302704,BUYING is financially better,1162891
"4 BHK Apartment in rakshak nagar, Bangalore",Bangalore,rakshak nagar,4,10380433.0,1374.7,46945,103.8,0.0755,2595108,7785325,60360,52143,1971989,33291455,27645174,BUYING is financially better,5646281
"3 BHK Apartment in yelahanka, Bangalore",Bangalore,yelahanka,3,24229344.0,1387.9,89835,242.29,0.1746,6057336,18172008,140887,132344,2050369,77706789,79518318,RENTING is financially better,1811529
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,9073151.0,1109.0,41062,90.73,0.0818,2268288,6804863,52758,44632,1950329,29098824,24141508,BUYING is financially better,4957316
"3 BHK Apartment in nilanjali society, Mumbai",Mumbai,nilanjali society,3,11606541.0,1197.3,47043,116.07,0.0969,2901635,8704906,67489,59213,1986335,37223749,35046838,BUYING is financially better,2176912
"4 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,4,24697830.0,1218.8,100229,246.98,0.2026,6174458,18523372,143612,135063,2051730,79209287,74481989,BUYING is financially better,4727298
