Title,City,Location,Bedrooms,Price_INR,Area_sqft,Price_per_sqft,Estimated_Monthly_Rent,Gross_Rental_Yield_%,Annual_Rent,Annual_Expenses,NOI,Cap_Rate_%,Down_Payment,Loan_Amount,Monthly_EMI,Annual_EMI,Annual_Cash_Flow,Cash_on_Cash_%,ROI_5_Year_%
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,18000000.0,1180.0,15254.237288135591,54000.0,3.6,648000.0,194400.0,453600.0,2.52,3600000.0,14400000.0,124966.5456046369,1499598.547255643,-1045998.547255643,-29.05551520154564,-37.0
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,18000000.0,1200.0,15000.0,54000.0,3.6,648000.0,194400.0,453600.0,2.52,3600000.0,14400000.0,124966.5456046369,1499598.547255643,-1045998.547255643,-29.05551520154564,-37.0
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,18000000.0,1908.0,9433.962264150943,54000.0,3.6,648000.0,194400.0,453600.0,2.52,3600000.0,14400000.0,124966.5456046369,1499598.547255643,-1045998.547255643,-29.05551520154564,-37.0
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,20000000.0,1300.0,15384.615384615385,60000.0,3.6,720000.0,216000.0,504000.0,2.52,4000000.0,16000000.0,138851.71733848547,1666220.6080618256,-1162220.6080618256,-29.05551520154564,-37.0
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,20000000.0,1490.0,13422.818791946307,60000.0,3.6,720000.0,216000.0,504000.0,2.52,4000000.0,16000000.0,138851.71733848547,1666220.6080618256,-1162220.6080618256,-29.05551520154564,-37.0
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,20000000.0,1188.0,16835.016835016835,60000.0,3.6,720000.0,216000.0,504000.0,2.52,4000000.0,16000000.0,138851.71733848547,1666220.6080618256,-1162220.6080618256,-29.05551520154564,-37.0
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,20000000.0,697.0,28694.404591104736,60000.0,3.6,720000.0,216000.0,504000.0,2.52,4000000.0,16000000.0,138851.71733848547,1666220.6080618256,-1162220.6080618256,-29.05551520154564,-37.0
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,20000000.0,1180.0,16949.15254237288,60000.0,3.6,720000.0,216000.0,504000.0,2.52,4000000.0,16000000.0,138851.71733848547,1666220.6080618256,-1162220.6080618256,-29.05551520154564,-37.0
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,20000000.0,1200.0,16666.666666666668,60000.0,3.6,720000.0,216000.0,504000.0,2.52,4000000.0,16000000.0,138851.71733848547,1666220.6080618256,-1162220.6080618256,-29.05551520154564,-37.0
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,20000000.0,697.0,28694.404591104736,60000.0,3.6,720000.0,216000.0,504000.0,2.52,4000000.0,16000000.0,138851.71733848547,1666220.6080618256,-1162220.6080618256,-29.05551520154564,-37.0
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,20000000.0,1180.0,16949.15254237288,60000.0,3.6,720000.0,216000.0,504000.0,2.52,4000000.0,16000000.0,138851.71733848547,1666220.6080618256,-1162220.6080618256,-29.05551520154564,-37.0
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,20000000.0,1200.0,16666.666666666668,60000.0,3.6,720000.0,216000.0,504000.0,2.52,4000000.0,16000000.0,138851.71733848547,1666220.6080618256,-1162220.6080618256,-29.05551520154564,-37.0
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,20000000.0,1908.0,10482.180293501047,60000.0,3.6,720000.0,216000.0,504000.0,2.52,4000000.0,16000000.0,138851.71733848547,1666220.6080618256,-1162220.6080618256,-29.05551520154564,-37.0
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,20000000.0,1908.0,10482.180293501047,60000.0,3.6,720000.0,216000.0,504000.0,2.52,4000000.0,16000000.0,138851.71733848547,1666220.6080618256,-1162220.6080618256,-29.05551520154564,-37.0
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,20000000.0,1360.0,14705.882352941177,60000.0,3.6,720000.0,216000.0,504000.0,2.52,4000000.0,16000000.0,138851.71733848547,1666220.6080618256,-1162220.6080618256,-29.05551520154564,-37.0
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,23000000.0,1490.0,15436.241610738254,69000.0,3.6,828000.0,248400.0,579600.0,2.52,4600000.0,18400000.0,159679.47493925825,1916153.699271099,-1336553.699271099,-29.055515201545628,-37.0
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,23000000.0,1188.0,19360.26936026936,69000.0,3.6,828000.0,248400.0,579600.0,2.52,4600000.0,18400000.0,159679.47493925825,1916153.699271099,-1336553.699271099,-29.055515201545628,-37.0
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,23000000.0,697.0,32998.565279770446,69000.0,3.6,828000.0,248400.0,579600.0,2.52,4600000.0,18400000.0,159679.47493925825,1916153.699271099,-1336553.699271099,-29.055515201545628,-37.0
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,23000000.0,1180.0,19491.525423728814,69000.0,3.6,828000.0,248400.0,579600.0,2.52,4600000.0,18400000.0,159679.47493925825,1916153.699271099,-1336553.699271099,-29.055515201545628,-37.0
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,23000000.0,1200.0,19166.666666666668,69000.0,3.6,828000.0,248400.0,579600.0,2.52,4600000.0,18400000.0,159679.47493925825,1916153.699271099,-1336553.699271099,-29.055515201545628,-37.0
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,23000000.0,697.0,32998.565279770446,69000.0,3.6,828000.0,248400.0,579600.0,2.52,4600000.0,18400000.0,159679.47493925825,1916153.699271099,-1336553.699271099,-29.055515201545628,-37.0
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,23000000.0,1180.0,19491.525423728814,69000.0,3.6,828000.0,248400.0,579600.0,2.52,4600000.0,18400000.0,159679.47493925825,1916153.699271099,-1336553.699271099,-29.055515201545628,-37.0
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,23000000.0,1200.0,19166.666666666668,69000.0,3.6,828000.0,248400.0,579600.0,2.52,4600000.0,18400000.0,159679.47493925825,1916153.699271099,-1336553.699271099,-29.055515201545628,-37.0
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,23000000.0,1908.0,12054.507337526204,69000.0,3.6,828000.0,248400.0,579600.0,2.52,4600000.0,18400000.0,159679.47493925825,1916153.699271099,-1336553.699271099,-29.055515201545628,-37.0
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,23000000.0,1908.0,12054.507337526204,69000.0,3.6,828000.0,248400.0,579600.0,2.52,4600000.0,18400000.0,159679.47493925825,1916153.699271099,-1336553.699271099,-29.055515201545628,-37.0
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,23000000.0,1360.0,16911.764705882353,69000.0,3.6,828000.0,248400.0,579600.0,2.52,4600000.0,18400000.0,159679.47493925825,1916153.699271099,-1336553.699271099,-29.055515201545628,-37.0
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,23000000.0,1300.0,17692.30769230769,69000.0,3.6,828000.0,248400.0,579600.0,2.52,4600000.0,18400000.0,159679.47493925825,1916153.699271099,-1336553.699271099,-29.055515201545628,-37.0
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,26000000.0,1188.0,21885.521885521885,78000.0,3.6,936000.0,280800.0,655200.0,2.52,5200000.0,20800000.0,180507.23254003108,2166086.790480373,-1510886.790480373,-29.055515201545635,-37.0
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,26000000.0,697.0,37302.72596843616,78000.0,3.6,936000.0,280800.0,655200.0,2.52,5200000.0,20800000.0,180507.23254003108,2166086.790480373,-1510886.790480373,-29.055515201545635,-37.0
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,26000000.0,1180.0,22033.898305084746,78000.0,3.6,936000.0,280800.0,655200.0,2.52,5200000.0,20800000.0,180507.23254003108,2166086.790480373,-1510886.790480373,-29.055515201545635,-37.0
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,26000000.0,1200.0,21666.666666666668,78000.0,3.6,936000.0,280800.0,655200.0,2.52,5200000.0,20800000.0,180507.23254003108,2166086.790480373,-1510886.790480373,-29.055515201545635,-37.0
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,26000000.0,697.0,37302.72596843616,78000.0,3.6,936000.0,280800.0,655200.0,2.52,5200000.0,20800000.0,180507.23254003108,2166086.790480373,-1510886.790480373,-29.055515201545635,-37.0
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,26000000.0,1180.0,22033.898305084746,78000.0,3.6,936000.0,280800.0,655200.0,2.52,5200000.0,20800000.0,180507.23254003108,2166086.790480373,-1510886.790480373,-29.055515201545635,-37.0
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,26000000.0,1200.0,21666.666666666668,78000.0,3.6,936000.0,280800.0,655200.0,2.52,5200000.0,20800000.0,180507.23254003108,2166086.790480373,-1510886.790480373,-29.055515201545635,-37.0
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,26000000.0,1908.0,13626.834381551364,78000.0,3.6,936000.0,280800.0,655200.0,2.52,5200000.0,20800000.0,180507.23254003108,2166086.790480373,-1510886.790480373,-29.055515201545635,-37.0
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,26000000.0,1908.0,13626.834381551364,78000.0,3.6,936000.0,280800.0,655200.0,2.52,5200000.0,20800000.0,180507.23254003108,2166086.790480373,-1510886.790480373,-29.055515201545635,-37.0
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,26000000.0,1360.0,19117.647058823528,78000.0,3.6,936000.0,280800.0,655200.0,2.52,5200000.0,20800000.0,180507.23254003108,2166086.790480373,-1510886.790480373,-29.055515201545635,-37.0
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,26000000.0,1300.0,20000.0,78000.0,3.6,936000.0,280800.0,655200.0,2.52,5200000.0,20800000.0,180507.23254003108,2166086.790480373,-1510886.790480373,-29.055515201545635,-37.0
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,26000000.0,1490.0,17449.664429530203,78000.0,3.6,936000.0,280800.0,655200.0,2.52,5200000.0,20800000.0,180507.23254003108,2166086.790480373,-1510886.790480373,-29.055515201545635,-37.0
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,30000000.0,697.0,43041.6068866571,90000.0,3.6,1080000.0,324000.0,756000.0,2.52,6000000.0,24000000.0,208277.57600772812,2499330.912092738,-1743330.912092738,-29.055515201545628,-37.0
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,30000000.0,1180.0,25423.728813559323,90000.0,3.6,1080000.0,324000.0,756000.0,2.52,6000000.0,24000000.0,208277.57600772812,2499330.912092738,-1743330.912092738,-29.055515201545628,-37.0
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,30000000.0,1200.0,25000.0,90000.0,3.6,1080000.0,324000.0,756000.0,2.52,6000000.0,24000000.0,208277.57600772812,2499330.912092738,-1743330.912092738,-29.055515201545628,-37.0
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,30000000.0,1908.0,15723.270440251572,90000.0,3.6,1080000.0,324000.0,756000.0,2.52,6000000.0,24000000.0,208277.57600772812,2499330.912092738,-1743330.912092738,-29.055515201545628,-37.0
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,30000000.0,1180.0,25423.728813559323,90000.0,3.6,1080000.0,324000.0,756000.0,2.52,6000000.0,24000000.0,208277.57600772812,2499330.912092738,-1743330.912092738,-29.055515201545628,-37.0
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,30000000.0,1200.0,25000.0,90000.0,3.6,1080000.0,324000.0,756000.0,2.52,6000000.0,24000000.0,208277.57600772812,2499330.912092738,-1743330.912092738,-29.055515201545628,-37.0
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,30000000.0,1908.0,15723.270440251572,90000.0,3.6,1080000.0,324000.0,756000.0,2.52,6000000.0,24000000.0,208277.57600772812,2499330.912092738,-1743330.912092738,-29.055515201545628,-37.0
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,30000000.0,1360.0,22058.82352941177,90000.0,3.6,1080000.0,324000.0,756000.0,2.52,6000000.0,24000000.0,208277.57600772812,2499330.912092738,-1743330.912092738,-29.055515201545628,-37.0
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,30000000.0,1300.0,23076.92307692308,90000.0,3.6,1080000.0,324000.0,756000.0,2.52,6000000.0,24000000.0,208277.57600772812,2499330.912092738,-1743330.912092738,-29.055515201545628,-37.0
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,30000000.0,1490.0,20134.228187919463,90000.0,3.6,1080000.0,324000.0,756000.0,2.52,6000000.0,24000000.0,208277.57600772812,2499330.912092738,-1743330.912092738,-29.055515201545628,-37.0
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,30000000.0,1188.0,25252.52525252525,90000.0,3.6,1080000.0,324000.0,756000.0,2.52,6000000.0,24000000.0,208277.57600772812,2499330.912092738,-1743330.912092738,-29.055515201545628,-37.0
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,35000000.0,1180.0,29661.01694915254,105000.0,3.6,1260000.0,378000.0,882000.0,2.52,7000000.0,28000000.0,242990.50534234956,2915886.0641081943,-2033886.0641081943,-29.055515201545635,-37.0
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,35000000.0,1200.0,29166.666666666668,105000.0,3.6,1260000.0,378000.0,882000.0,2.52,7000000.0,28000000.0,242990.50534234956,2915886.0641081943,-2033886.0641081943,-29.055515201545635,-37.0
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,35000000.0,1908.0,18343.81551362684,105000.0,3.6,1260000.0,378000.0,882000.0,2.52,7000000.0,28000000.0,242990.50534234956,2915886.0641081943,-2033886.0641081943,-29.055515201545635,-37.0
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,35000000.0,1360.0,25735.29411764706,105000.0,3.6,1260000.0,378000.0,882000.0,2.52,7000000.0,28000000.0,242990.50534234956,2915886.0641081943,-2033886.0641081943,-29.055515201545635,-37.0
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,35000000.0,1300.0,26923.07692307692,105000.0,3.6,1260000.0,378000.0,882000.0,2.52,7000000.0,28000000.0,242990.50534234956,2915886.0641081943,-2033886.0641081943,-29.055515201545635,-37.0
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,35000000.0,1490.0,23489.93288590604,105000.0,3.6,1260000.0,378000.0,882000.0,2.52,7000000.0,28000000.0,242990.50534234956,2915886.0641081943,-2033886.0641081943,-29.055515201545635,-37.0
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,35000000.0,1188.0,29461.27946127946,105000.0,3.6,1260000.0,378000.0,882000.0,2.52,7000000.0,28000000.0,242990.50534234956,2915886.0641081943,-2033886.0641081943,-29.055515201545635,-37.0
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,35000000.0,697.0,50215.208034433286,105000.0,3.6,1260000.0,378000.0,882000.0,2.52,7000000.0,28000000.0,242990.50534234956,2915886.0641081943,-2033886.0641081943,-29.055515201545635,-37.0
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,40000000.0,1200.0,33333.333333333336,120000.0,3.6,1440000.0,432000.0,1008000.0,2.52,8000000.0,32000000.0,277703.43467697094,3332441.2161236512,-2324441.2161236512,-29.05551520154564,-37.0
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,40000000.0,1908.0,20964.36058700209,120000.0,3.6,1440000.0,432000.0,1008000.0,2.52,8000000.0,32000000.0,277703.43467697094,3332441.2161236512,-2324441.2161236512,-29.05551520154564,-37.0
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,40000000.0,1360.0,29411.76470588236,120000.0,3.6,1440000.0,432000.0,1008000.0,2.52,8000000.0,32000000.0,277703.43467697094,3332441.2161236512,-2324441.2161236512,-29.05551520154564,-37.0
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,40000000.0,1300.0,30769.23076923077,120000.0,3.6,1440000.0,432000.0,1008000.0,2.52,8000000.0,32000000.0,277703.43467697094,3332441.2161236512,-2324441.2161236512,-29.05551520154564,-37.0
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,40000000.0,1490.0,26845.63758389261,120000.0,3.6,1440000.0,432000.0,1008000.0,2.52,8000000.0,32000000.0,277703.43467697094,3332441.2161236512,-2324441.2161236512,-29.05551520154564,-37.0
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,40000000.0,1188.0,33670.03367003367,120000.0,3.6,1440000.0,432000.0,1008000.0,2.52,8000000.0,32000000.0,277703.43467697094,3332441.2161236512,-2324441.2161236512,-29.05551520154564,-37.0
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,40000000.0,697.0,57388.80918220947,120000.0,3.6,1440000.0,432000.0,1008000.0,2.52,8000000.0,32000000.0,277703.43467697094,3332441.2161236512,-2324441.2161236512,-29.05551520154564,-37.0
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,40000000.0,1180.0,33898.30508474576,120000.0,3.6,1440000.0,432000.0,1008000.0,2.52,8000000.0,32000000.0,277703.43467697094,3332441.2161236512,-2324441.2161236512,-29.05551520154564,-37.0
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,45000000.0,1908.0,23584.90566037736,135000.0,3.6,1620000.0,486000.0,1134000.0,2.52,9000000.0,36000000.0,312416.3640115923,3748996.368139108,-2614996.368139108,-29.05551520154564,-37.0
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,45000000.0,1360.0,33088.23529411765,135000.0,3.6,1620000.0,486000.0,1134000.0,2.52,9000000.0,36000000.0,312416.3640115923,3748996.368139108,-2614996.368139108,-29.05551520154564,-37.0
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,45000000.0,1300.0,34615.38461538462,135000.0,3.6,1620000.0,486000.0,1134000.0,2.52,9000000.0,36000000.0,312416.3640115923,3748996.368139108,-2614996.368139108,-29.05551520154564,-37.0
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,45000000.0,1490.0,30201.342281879195,135000.0,3.6,1620000.0,486000.0,1134000.0,2.52,9000000.0,36000000.0,312416.3640115923,3748996.368139108,-2614996.368139108,-29.05551520154564,-37.0
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,45000000.0,1188.0,37878.78787878788,135000.0,3.6,1620000.0,486000.0,1134000.0,2.52,9000000.0,36000000.0,312416.3640115923,3748996.368139108,-2614996.368139108,-29.05551520154564,-37.0
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,45000000.0,697.0,64562.41032998565,135000.0,3.6,1620000.0,486000.0,1134000.0,2.52,9000000.0,36000000.0,312416.3640115923,3748996.368139108,-2614996.368139108,-29.05551520154564,-37.0
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,45000000.0,1180.0,38135.59322033898,135000.0,3.6,1620000.0,486000.0,1134000.0,2.52,9000000.0,36000000.0,312416.3640115923,3748996.368139108,-2614996.368139108,-29.05551520154564,-37.0
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,45000000.0,1200.0,37500.0,135000.0,3.6,1620000.0,486000.0,1134000.0,2.52,9000000.0,36000000.0,312416.3640115923,3748996.368139108,-2614996.368139108,-29.05551520154564,-37.0
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,50000000.0,1360.0,36764.705882352944,150000.0,3.6,1800000.0,540000.0,1260000.0,2.52,10000000.0,40000000.0,347129.29334621364,4165551.520154564,-2905551.520154564,-29.05551520154564,-37.0
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,50000000.0,1300.0,38461.53846153846,150000.0,3.6,1800000.0,540000.0,1260000.0,2.52,10000000.0,40000000.0,347129.29334621364,4165551.520154564,-2905551.520154564,-29.05551520154564,-37.0
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,50000000.0,1490.0,33557.04697986577,150000.0,3.6,1800000.0,540000.0,1260000.0,2.52,10000000.0,40000000.0,347129.29334621364,4165551.520154564,-2905551.520154564,-29.05551520154564,-37.0
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,50000000.0,1188.0,42087.54208754209,150000.0,3.6,1800000.0,540000.0,1260000.0,2.52,10000000.0,40000000.0,347129.29334621364,4165551.520154564,-2905551.520154564,-29.05551520154564,-37.0
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,50000000.0,697.0,71736.01147776184,150000.0,3.6,1800000.0,540000.0,1260000.0,2.52,10000000.0,40000000.0,347129.29334621364,4165551.520154564,-2905551.520154564,-29.05551520154564,-37.0
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,50000000.0,1180.0,42372.8813559322,150000.0,3.6,1800000.0,540000.0,1260000.0,2.52,10000000.0,40000000.0,347129.29334621364,4165551.520154564,-2905551.520154564,-29.05551520154564,-37.0
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,50000000.0,1200.0,41666.66666666666,150000.0,3.6,1800000.0,540000.0,1260000.0,2.52,10000000.0,40000000.0,347129.29334621364,4165551.520154564,-2905551.520154564,-29.05551520154564,-37.0
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,50000000.0,1908.0,26205.45073375262,150000.0,3.6,1800000.0,540000.0,1260000.0,2.52,10000000.0,40000000.0,347129.29334621364,4165551.520154564,-2905551.520154564,-29.05551520154564,-37.0
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,100000000.0,1300.0,76923.07692307692,300000.0,3.6,3600000.0,1080000.0,2520000.0,2.52,20000000.0,80000000.0,694258.5866924273,8331103.040309127,-5811103.040309127,-29.05551520154564,-37.0
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,100000000.0,1490.0,67114.09395973154,300000.0,3.6,3600000.0,1080000.0,2520000.0,2.52,20000000.0,80000000.0,694258.5866924273,8331103.040309127,-5811103.040309127,-29.05551520154564,-37.0
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,100000000.0,1188.0,84175.08417508418,300000.0,3.6,3600000.0,1080000.0,2520000.0,2.52,20000000.0,80000000.0,694258.5866924273,8331103.040309127,-5811103.040309127,-29.05551520154564,-37.0
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,100000000.0,697.0,143472.0229555237,300000.0,3.6,3600000.0,1080000.0,2520000.0,2.52,20000000.0,80000000.0,694258.5866924273,8331103.040309127,-5811103.040309127,-29.05551520154564,-37.0
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,100000000.0,1180.0,84745.7627118644,300000.0,3.6,3600000.0,1080000.0,2520000.0,2.52,20000000.0,80000000.0,694258.5866924273,8331103.040309127,-5811103.040309127,-29.05551520154564,-37.0
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,100000000.0,1200.0,83333.33333333333,300000.0,3.6,3600000.0,1080000.0,2520000.0,2.52,20000000.0,80000000.0,694258.5866924273,8331103.040309127,-5811103.040309127,-29.05551520154564,-37.0
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,100000000.0,1908.0,52410.90146750524,300000.0,3.6,3600000.0,1080000.0,2520000.0,2.52,20000000.0,80000000.0,694258.5866924273,8331103.040309127,-5811103.040309127,-29.05551520154564,-37.0
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,100000000.0,1180.0,84745.7627118644,300000.0,3.6,3600000.0,1080000.0,2520000.0,2.52,20000000.0,80000000.0,694258.5866924273,8331103.040309127,-5811103.040309127,-29.05551520154564,-37.0
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,100000000.0,1200.0,83333.33333333333,300000.0,3.6,3600000.0,1080000.0,2520000.0,2.52,20000000.0,80000000.0,694258.5866924273,8331103.040309127,-5811103.040309127,-29.05551520154564,-37.0
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,100000000.0,1908.0,52410.90146750524,300000.0,3.6,3600000.0,1080000.0,2520000.0,2.52,20000000.0,80000000.0,694258.5866924273,8331103.040309127,-5811103.040309127,-29.05551520154564,-37.0
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,100000000.0,1360.0,73529.41176470589,300000.0,3.6,3600000.0,1080000.0,2520000.0,2.52,20000000.0,80000000.0,694258.5866924273,8331103.040309127,-5811103.040309127,-29.05551520154564,-37.0
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,200000000.0,1490.0,134228.1879194631,600000.0,3.6,7200000.0,2160000.0,5040000.0,2.52,40000000.0,160000000.0,1388517.1733848546,16662206.080618257,-11622206.080618257,-29.05551520154564,-37.0
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,200000000.0,1188.0,168350.16835016836,600000.0,3.6,7200000.0,2160000.0,5040000.0,2.52,40000000.0,160000000.0,1388517.1733848546,16662206.080618257,-11622206.080618257,-29.05551520154564,-37.0
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,200000000.0,697.0,286944.0459110474,600000.0,3.6,7200000.0,2160000.0,5040000.0,2.52,40000000.0,160000000.0,1388517.1733848546,16662206.080618257,-11622206.080618257,-29.05551520154564,-37.0
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,200000000.0,1180.0,169491.5254237288,600000.0,3.6,7200000.0,2160000.0,5040000.0,2.52,40000000.0,160000000.0,1388517.1733848546,16662206.080618257,-11622206.080618257,-29.05551520154564,-37.0
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,200000000.0,1200.0,166666.66666666666,600000.0,3.6,7200000.0,2160000.0,5040000.0,2.52,40000000.0,160000000.0,1388517.1733848546,16662206.080618257,-11622206.080618257,-29.05551520154564,-37.0
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,200000000.0,1908.0,104821.80293501048,600000.0,3.6,7200000.0,2160000.0,5040000.0,2.52,40000000.0,160000000.0,1388517.1733848546,16662206.080618257,-11622206.080618257,-29.05551520154564,-37.0
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,200000000.0,1180.0,169491.5254237288,600000.0,3.6,7200000.0,2160000.0,5040000.0,2.52,40000000.0,160000000.0,1388517.1733848546,16662206.080618257,-11622206.080618257,-29.05551520154564,-37.0
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,200000000.0,1200.0,166666.66666666666,600000.0,3.6,7200000.0,2160000.0,5040000.0,2.52,40000000.0,160000000.0,1388517.1733848546,16662206.080618257,-11622206.080618257,-29.05551520154564,-37.0
