Title,City,Location,Price_INR,Area_sqft,Bedrooms,Estimated_Monthly_Rent,Annual_Rent,Annual_Expenses,NOI,Cap_Rate_%,Down_Payment,Loan_Amount,Monthly_EMI,Annual_EMI,Annual_Cash_Flow,Cash_on_Cash_%,ROI_5_Year_%
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,112999.99999999999,50000 sqft,4 BHK,338.99999999999994,4067.999999999999,1220.3999999999996,2847.5999999999995,2.5199999999999996,22600.0,90399.99999999999,784.5122029624426,9414.146435549312,-6566.546435549312,-29.055515201545628,-37.000000000000014
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,112999.99999999999,21000 sqft,4 BHK,338.99999999999994,4067.999999999999,1220.3999999999996,2847.5999999999995,2.5199999999999996,22600.0,90399.99999999999,784.5122029624426,9414.146435549312,-6566.546435549312,-29.055515201545628,-37.000000000000014
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,112999.99999999999,21000 sqft,4 BHK,338.99999999999994,4067.999999999999,1220.3999999999996,2847.5999999999995,2.5199999999999996,22600.0,90399.99999999999,784.5122029624426,9414.146435549312,-6566.546435549312,-29.055515201545628,-37.000000000000014
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,112999.99999999999,35000 sqft,4 BHK,338.99999999999994,4067.999999999999,1220.3999999999996,2847.5999999999995,2.5199999999999996,22600.0,90399.99999999999,784.5122029624426,9414.146435549312,-6566.546435549312,-29.055515201545628,-37.000000000000014
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,112999.99999999999,35000 sqft,4 BHK,338.99999999999994,4067.999999999999,1220.3999999999996,2847.5999999999995,2.5199999999999996,22600.0,90399.99999999999,784.5122029624426,9414.146435549312,-6566.546435549312,-29.055515201545628,-37.000000000000014
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,399000.0,55000 sqft,3 BHK,1197.0,14364.0,4309.2,10054.8,2.5199999999999996,79800.0,319200.0,2770.0917609027842,33241.10113083341,-23186.301130833413,-29.055515201545628,-37.0
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,399000.0,50000 sqft,3 BHK,1197.0,14364.0,4309.2,10054.8,2.5199999999999996,79800.0,319200.0,2770.0917609027842,33241.10113083341,-23186.301130833413,-29.055515201545628,-37.0
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,399000.0,50000 sqft,3 BHK,1197.0,14364.0,4309.2,10054.8,2.5199999999999996,79800.0,319200.0,2770.0917609027842,33241.10113083341,-23186.301130833413,-29.055515201545628,-37.0
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,399000.0,21000 sqft,3 BHK,1197.0,14364.0,4309.2,10054.8,2.5199999999999996,79800.0,319200.0,2770.0917609027842,33241.10113083341,-23186.301130833413,-29.055515201545628,-37.0
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,399000.0,50000 sqft,4 BHK,1197.0,14364.0,4309.2,10054.8,2.5199999999999996,79800.0,319200.0,2770.0917609027842,33241.10113083341,-23186.301130833413,-29.055515201545628,-37.0
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,399000.0,50000 sqft,4 BHK,1197.0,14364.0,4309.2,10054.8,2.5199999999999996,79800.0,319200.0,2770.0917609027842,33241.10113083341,-23186.301130833413,-29.055515201545628,-37.0
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,399000.0,21000 sqft,4 BHK,1197.0,14364.0,4309.2,10054.8,2.5199999999999996,79800.0,319200.0,2770.0917609027842,33241.10113083341,-23186.301130833413,-29.055515201545628,-37.0
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,399000.0,21000 sqft,4 BHK,1197.0,14364.0,4309.2,10054.8,2.5199999999999996,79800.0,319200.0,2770.0917609027842,33241.10113083341,-23186.301130833413,-29.055515201545628,-37.0
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,399000.0,35000 sqft,4 BHK,1197.0,14364.0,4309.2,10054.8,2.5199999999999996,79800.0,319200.0,2770.0917609027842,33241.10113083341,-23186.301130833413,-29.055515201545628,-37.0
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,399000.0,35000 sqft,4 BHK,1197.0,14364.0,4309.2,10054.8,2.5199999999999996,79800.0,319200.0,2770.0917609027842,33241.10113083341,-23186.301130833413,-29.055515201545628,-37.0
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,399000.0,62000 sqft,4 BHK,1197.0,14364.0,4309.2,10054.8,2.5199999999999996,79800.0,319200.0,2770.0917609027842,33241.10113083341,-23186.301130833413,-29.055515201545628,-37.0
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,314000.0,50000 sqft,4 BHK,942.0,11304.0,3391.2,7912.8,2.52,62800.0,251200.0,2179.9719622142215,26159.663546570657,-18246.863546570657,-29.055515201545635,-37.0
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,314000.0,50000 sqft,4 BHK,942.0,11304.0,3391.2,7912.8,2.52,62800.0,251200.0,2179.9719622142215,26159.663546570657,-18246.863546570657,-29.055515201545635,-37.0
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,314000.0,21000 sqft,4 BHK,942.0,11304.0,3391.2,7912.8,2.52,62800.0,251200.0,2179.9719622142215,26159.663546570657,-18246.863546570657,-29.055515201545635,-37.0
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,314000.0,21000 sqft,4 BHK,942.0,11304.0,3391.2,7912.8,2.52,62800.0,251200.0,2179.9719622142215,26159.663546570657,-18246.863546570657,-29.055515201545635,-37.0
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,314000.0,35000 sqft,4 BHK,942.0,11304.0,3391.2,7912.8,2.52,62800.0,251200.0,2179.9719622142215,26159.663546570657,-18246.863546570657,-29.055515201545635,-37.0
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,314000.0,35000 sqft,4 BHK,942.0,11304.0,3391.2,7912.8,2.52,62800.0,251200.0,2179.9719622142215,26159.663546570657,-18246.863546570657,-29.055515201545635,-37.0
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,314000.0,62000 sqft,4 BHK,942.0,11304.0,3391.2,7912.8,2.52,62800.0,251200.0,2179.9719622142215,26159.663546570657,-18246.863546570657,-29.055515201545635,-37.0
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,314000.0,35000 sqft,3 BHK,942.0,11304.0,3391.2,7912.8,2.52,62800.0,251200.0,2179.9719622142215,26159.663546570657,-18246.863546570657,-29.055515201545635,-37.0
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,314000.0,35000 sqft,3 BHK,942.0,11304.0,3391.2,7912.8,2.52,62800.0,251200.0,2179.9719622142215,26159.663546570657,-18246.863546570657,-29.055515201545635,-37.0
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,314000.0,62000 sqft,3 BHK,942.0,11304.0,3391.2,7912.8,2.52,62800.0,251200.0,2179.9719622142215,26159.663546570657,-18246.863546570657,-29.055515201545635,-37.0
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,314000.0,62000 sqft,3 BHK,942.0,11304.0,3391.2,7912.8,2.52,62800.0,251200.0,2179.9719622142215,26159.663546570657,-18246.863546570657,-29.055515201545635,-37.0
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,5520000.0,50000 sqft,4 BHK,16560.0,198720.0,59616.0,139104.0,2.52,1104000.0,4416000.0,38323.07398542199,459876.88782506384,-320772.88782506384,-29.05551520154564,-37.0
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,5520000.0,21000 sqft,4 BHK,16560.0,198720.0,59616.0,139104.0,2.52,1104000.0,4416000.0,38323.07398542199,459876.88782506384,-320772.88782506384,-29.05551520154564,-37.0
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,5520000.0,21000 sqft,4 BHK,16560.0,198720.0,59616.0,139104.0,2.52,1104000.0,4416000.0,38323.07398542199,459876.88782506384,-320772.88782506384,-29.05551520154564,-37.0
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,5520000.0,35000 sqft,4 BHK,16560.0,198720.0,59616.0,139104.0,2.52,1104000.0,4416000.0,38323.07398542199,459876.88782506384,-320772.88782506384,-29.05551520154564,-37.0
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,5520000.0,35000 sqft,4 BHK,16560.0,198720.0,59616.0,139104.0,2.52,1104000.0,4416000.0,38323.07398542199,459876.88782506384,-320772.88782506384,-29.05551520154564,-37.0
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,5520000.0,62000 sqft,4 BHK,16560.0,198720.0,59616.0,139104.0,2.52,1104000.0,4416000.0,38323.07398542199,459876.88782506384,-320772.88782506384,-29.05551520154564,-37.0
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,5520000.0,35000 sqft,3 BHK,16560.0,198720.0,59616.0,139104.0,2.52,1104000.0,4416000.0,38323.07398542199,459876.88782506384,-320772.88782506384,-29.05551520154564,-37.0
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,5520000.0,35000 sqft,3 BHK,16560.0,198720.0,59616.0,139104.0,2.52,1104000.0,4416000.0,38323.07398542199,459876.88782506384,-320772.88782506384,-29.05551520154564,-37.0
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,5520000.0,62000 sqft,3 BHK,16560.0,198720.0,59616.0,139104.0,2.52,1104000.0,4416000.0,38323.07398542199,459876.88782506384,-320772.88782506384,-29.05551520154564,-37.0
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,5520000.0,62000 sqft,3 BHK,16560.0,198720.0,59616.0,139104.0,2.52,1104000.0,4416000.0,38323.07398542199,459876.88782506384,-320772.88782506384,-29.05551520154564,-37.0
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,5520000.0,62000 sqft,4 BHK,16560.0,198720.0,59616.0,139104.0,2.52,1104000.0,4416000.0,38323.07398542199,459876.88782506384,-320772.88782506384,-29.05551520154564,-37.0
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,5520000.0,00000 sqft,4 BHK,16560.0,198720.0,59616.0,139104.0,2.52,1104000.0,4416000.0,38323.07398542199,459876.88782506384,-320772.88782506384,-29.05551520154564,-37.0
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,179000.0,21000 sqft,4 BHK,537.0,6444.0,1933.1999999999998,4510.8,2.52,35800.0,143200.0,1242.7228701794447,14912.674442153337,-10401.874442153337,-29.055515201545635,-37.0
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,179000.0,21000 sqft,4 BHK,537.0,6444.0,1933.1999999999998,4510.8,2.52,35800.0,143200.0,1242.7228701794447,14912.674442153337,-10401.874442153337,-29.055515201545635,-37.0
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,179000.0,35000 sqft,4 BHK,537.0,6444.0,1933.1999999999998,4510.8,2.52,35800.0,143200.0,1242.7228701794447,14912.674442153337,-10401.874442153337,-29.055515201545635,-37.0
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,179000.0,62000 sqft,4 BHK,537.0,6444.0,1933.1999999999998,4510.8,2.52,35800.0,143200.0,1242.7228701794447,14912.674442153337,-10401.874442153337,-29.055515201545635,-37.0
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,179000.0,35000 sqft,3 BHK,537.0,6444.0,1933.1999999999998,4510.8,2.52,35800.0,143200.0,1242.7228701794447,14912.674442153337,-10401.874442153337,-29.055515201545635,-37.0
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,179000.0,35000 sqft,3 BHK,537.0,6444.0,1933.1999999999998,4510.8,2.52,35800.0,143200.0,1242.7228701794447,14912.674442153337,-10401.874442153337,-29.055515201545635,-37.0
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,179000.0,62000 sqft,3 BHK,537.0,6444.0,1933.1999999999998,4510.8,2.52,35800.0,143200.0,1242.7228701794447,14912.674442153337,-10401.874442153337,-29.055515201545635,-37.0
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,179000.0,62000 sqft,3 BHK,537.0,6444.0,1933.1999999999998,4510.8,2.52,35800.0,143200.0,1242.7228701794447,14912.674442153337,-10401.874442153337,-29.055515201545635,-37.0
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,179000.0,62000 sqft,4 BHK,537.0,6444.0,1933.1999999999998,4510.8,2.52,35800.0,143200.0,1242.7228701794447,14912.674442153337,-10401.874442153337,-29.055515201545635,-37.0
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,179000.0,00000 sqft,4 BHK,537.0,6444.0,1933.1999999999998,4510.8,2.52,35800.0,143200.0,1242.7228701794447,14912.674442153337,-10401.874442153337,-29.055515201545635,-37.0
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,179000.0,00000 sqft,3 BHK,537.0,6444.0,1933.1999999999998,4510.8,2.52,35800.0,143200.0,1242.7228701794447,14912.674442153337,-10401.874442153337,-29.055515201545635,-37.0
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,179000.0,00000 sqft,3 BHK,537.0,6444.0,1933.1999999999998,4510.8,2.52,35800.0,143200.0,1242.7228701794447,14912.674442153337,-10401.874442153337,-29.055515201545635,-37.0
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,16500000.0,21000 sqft,4 BHK,49500.0,594000.0,178200.0,415800.0,2.52,3300000.0,13200000.0,114552.66680425049,1374632.0016510058,-958832.0016510058,-29.055515201545628,-37.0
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,16500000.0,35000 sqft,4 BHK,49500.0,594000.0,178200.0,415800.0,2.52,3300000.0,13200000.0,114552.66680425049,1374632.0016510058,-958832.0016510058,-29.055515201545628,-37.0
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,16500000.0,35000 sqft,4 BHK,49500.0,594000.0,178200.0,415800.0,2.52,3300000.0,13200000.0,114552.66680425049,1374632.0016510058,-958832.0016510058,-29.055515201545628,-37.0
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,16500000.0,62000 sqft,4 BHK,49500.0,594000.0,178200.0,415800.0,2.52,3300000.0,13200000.0,114552.66680425049,1374632.0016510058,-958832.0016510058,-29.055515201545628,-37.0
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,16500000.0,35000 sqft,3 BHK,49500.0,594000.0,178200.0,415800.0,2.52,3300000.0,13200000.0,114552.66680425049,1374632.0016510058,-958832.0016510058,-29.055515201545628,-37.0
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,16500000.0,35000 sqft,3 BHK,49500.0,594000.0,178200.0,415800.0,2.52,3300000.0,13200000.0,114552.66680425049,1374632.0016510058,-958832.0016510058,-29.055515201545628,-37.0
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,16500000.0,62000 sqft,3 BHK,49500.0,594000.0,178200.0,415800.0,2.52,3300000.0,13200000.0,114552.66680425049,1374632.0016510058,-958832.0016510058,-29.055515201545628,-37.0
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,16500000.0,62000 sqft,3 BHK,49500.0,594000.0,178200.0,415800.0,2.52,3300000.0,13200000.0,114552.66680425049,1374632.0016510058,-958832.0016510058,-29.055515201545628,-37.0
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,16500000.0,62000 sqft,4 BHK,49500.0,594000.0,178200.0,415800.0,2.52,3300000.0,13200000.0,114552.66680425049,1374632.0016510058,-958832.0016510058,-29.055515201545628,-37.0
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,16500000.0,00000 sqft,4 BHK,49500.0,594000.0,178200.0,415800.0,2.52,3300000.0,13200000.0,114552.66680425049,1374632.0016510058,-958832.0016510058,-29.055515201545628,-37.0
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,16500000.0,00000 sqft,3 BHK,49500.0,594000.0,178200.0,415800.0,2.52,3300000.0,13200000.0,114552.66680425049,1374632.0016510058,-958832.0016510058,-29.055515201545628,-37.0
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,16500000.0,00000 sqft,3 BHK,49500.0,594000.0,178200.0,415800.0,2.52,3300000.0,13200000.0,114552.66680425049,1374632.0016510058,-958832.0016510058,-29.055515201545628,-37.0
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,16500000.0,00000 sqft,3 BHK,49500.0,594000.0,178200.0,415800.0,2.52,3300000.0,13200000.0,114552.66680425049,1374632.0016510058,-958832.0016510058,-29.055515201545628,-37.0
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,657000.0,35000 sqft,3 BHK,1971.0,23652.0,7095.599999999999,16556.4,2.5200000000000005,131400.0,525600.0,4561.278914569247,54735.34697483096,-38178.94697483096,-29.055515201545628,-37.0
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,657000.0,35000 sqft,3 BHK,1971.0,23652.0,7095.599999999999,16556.4,2.5200000000000005,131400.0,525600.0,4561.278914569247,54735.34697483096,-38178.94697483096,-29.055515201545628,-37.0
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,657000.0,62000 sqft,3 BHK,1971.0,23652.0,7095.599999999999,16556.4,2.5200000000000005,131400.0,525600.0,4561.278914569247,54735.34697483096,-38178.94697483096,-29.055515201545628,-37.0
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,657000.0,62000 sqft,3 BHK,1971.0,23652.0,7095.599999999999,16556.4,2.5200000000000005,131400.0,525600.0,4561.278914569247,54735.34697483096,-38178.94697483096,-29.055515201545628,-37.0
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,657000.0,35000 sqft,4 BHK,1971.0,23652.0,7095.599999999999,16556.4,2.5200000000000005,131400.0,525600.0,4561.278914569247,54735.34697483096,-38178.94697483096,-29.055515201545628,-37.0
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,657000.0,62000 sqft,4 BHK,1971.0,23652.0,7095.599999999999,16556.4,2.5200000000000005,131400.0,525600.0,4561.278914569247,54735.34697483096,-38178.94697483096,-29.055515201545628,-37.0
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,657000.0,62000 sqft,4 BHK,1971.0,23652.0,7095.599999999999,16556.4,2.5200000000000005,131400.0,525600.0,4561.278914569247,54735.34697483096,-38178.94697483096,-29.055515201545628,-37.0
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,657000.0,00000 sqft,4 BHK,1971.0,23652.0,7095.599999999999,16556.4,2.5200000000000005,131400.0,525600.0,4561.278914569247,54735.34697483096,-38178.94697483096,-29.055515201545628,-37.0
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,657000.0,00000 sqft,3 BHK,1971.0,23652.0,7095.599999999999,16556.4,2.5200000000000005,131400.0,525600.0,4561.278914569247,54735.34697483096,-38178.94697483096,-29.055515201545628,-37.0
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,657000.0,00000 sqft,3 BHK,1971.0,23652.0,7095.599999999999,16556.4,2.5200000000000005,131400.0,525600.0,4561.278914569247,54735.34697483096,-38178.94697483096,-29.055515201545628,-37.0
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,657000.0,00000 sqft,3 BHK,1971.0,23652.0,7095.599999999999,16556.4,2.5200000000000005,131400.0,525600.0,4561.278914569247,54735.34697483096,-38178.94697483096,-29.055515201545628,-37.0
5 BHK Apartment in Miyapur,Hyderabad,Miyapur,657000.0,00000 sqft,5 BHK,1971.0,23652.0,7095.599999999999,16556.4,2.5200000000000005,131400.0,525600.0,4561.278914569247,54735.34697483096,-38178.94697483096,-29.055515201545628,-37.0
5 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,657000.0,00000 sqft,5 BHK,1971.0,23652.0,7095.599999999999,16556.4,2.5200000000000005,131400.0,525600.0,4561.278914569247,54735.34697483096,-38178.94697483096,-29.055515201545628,-37.0
5 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,657000.0,00000 sqft,5 BHK,1971.0,23652.0,7095.599999999999,16556.4,2.5200000000000005,131400.0,525600.0,4561.278914569247,54735.34697483096,-38178.94697483096,-29.055515201545628,-37.0
5 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,657000.0,00000 sqft,5 BHK,1971.0,23652.0,7095.599999999999,16556.4,2.5200000000000005,131400.0,525600.0,4561.278914569247,54735.34697483096,-38178.94697483096,-29.055515201545628,-37.0
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,491000.0,35000 sqft,4 BHK,1473.0,17676.0,5302.8,12373.2,2.52,98200.0,392800.0,3408.809660659818,40905.715927917816,-28532.515927917815,-29.055515201545635,-37.0
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,491000.0,62000 sqft,4 BHK,1473.0,17676.0,5302.8,12373.2,2.52,98200.0,392800.0,3408.809660659818,40905.715927917816,-28532.515927917815,-29.055515201545635,-37.0
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,491000.0,62000 sqft,4 BHK,1473.0,17676.0,5302.8,12373.2,2.52,98200.0,392800.0,3408.809660659818,40905.715927917816,-28532.515927917815,-29.055515201545635,-37.0
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,491000.0,00000 sqft,4 BHK,1473.0,17676.0,5302.8,12373.2,2.52,98200.0,392800.0,3408.809660659818,40905.715927917816,-28532.515927917815,-29.055515201545635,-37.0
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,491000.0,62000 sqft,3 BHK,1473.0,17676.0,5302.8,12373.2,2.52,98200.0,392800.0,3408.809660659818,40905.715927917816,-28532.515927917815,-29.055515201545635,-37.0
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,491000.0,62000 sqft,3 BHK,1473.0,17676.0,5302.8,12373.2,2.52,98200.0,392800.0,3408.809660659818,40905.715927917816,-28532.515927917815,-29.055515201545635,-37.0
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,491000.0,00000 sqft,3 BHK,1473.0,17676.0,5302.8,12373.2,2.52,98200.0,392800.0,3408.809660659818,40905.715927917816,-28532.515927917815,-29.055515201545635,-37.0
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,491000.0,00000 sqft,3 BHK,1473.0,17676.0,5302.8,12373.2,2.52,98200.0,392800.0,3408.809660659818,40905.715927917816,-28532.515927917815,-29.055515201545635,-37.0
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,491000.0,00000 sqft,3 BHK,1473.0,17676.0,5302.8,12373.2,2.52,98200.0,392800.0,3408.809660659818,40905.715927917816,-28532.515927917815,-29.055515201545635,-37.0
5 BHK Apartment in Miyapur,Hyderabad,Miyapur,491000.0,00000 sqft,5 BHK,1473.0,17676.0,5302.8,12373.2,2.52,98200.0,392800.0,3408.809660659818,40905.715927917816,-28532.515927917815,-29.055515201545635,-37.0
5 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,491000.0,00000 sqft,5 BHK,1473.0,17676.0,5302.8,12373.2,2.52,98200.0,392800.0,3408.809660659818,40905.715927917816,-28532.515927917815,-29.055515201545635,-37.0
5 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,491000.0,00000 sqft,5 BHK,1473.0,17676.0,5302.8,12373.2,2.52,98200.0,392800.0,3408.809660659818,40905.715927917816,-28532.515927917815,-29.055515201545635,-37.0
5 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,491000.0,00000 sqft,5 BHK,1473.0,17676.0,5302.8,12373.2,2.52,98200.0,392800.0,3408.809660659818,40905.715927917816,-28532.515927917815,-29.055515201545635,-37.0
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,491000.0,00000 sqft,3 BHK,1473.0,17676.0,5302.8,12373.2,2.52,98200.0,392800.0,3408.809660659818,40905.715927917816,-28532.515927917815,-29.055515201545635,-37.0
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,491000.0,18000 sqft,3 BHK,1473.0,17676.0,5302.8,12373.2,2.52,98200.0,392800.0,3408.809660659818,40905.715927917816,-28532.515927917815,-29.055515201545635,-37.0
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,8750000.0,62000 sqft,3 BHK,26250.0,315000.0,94500.0,220500.0,2.52,1750000.0,7000000.0,60747.62633558738,728971.5160270486,-508471.5160270486,-29.055515201545635,-37.0
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,8750000.0,62000 sqft,3 BHK,26250.0,315000.0,94500.0,220500.0,2.52,1750000.0,7000000.0,60747.62633558738,728971.5160270486,-508471.5160270486,-29.055515201545635,-37.0
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,8750000.0,00000 sqft,3 BHK,26250.0,315000.0,94500.0,220500.0,2.52,1750000.0,7000000.0,60747.62633558738,728971.5160270486,-508471.5160270486,-29.055515201545635,-37.0
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,8750000.0,00000 sqft,3 BHK,26250.0,315000.0,94500.0,220500.0,2.52,1750000.0,7000000.0,60747.62633558738,728971.5160270486,-508471.5160270486,-29.055515201545635,-37.0
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,8750000.0,00000 sqft,3 BHK,26250.0,315000.0,94500.0,220500.0,2.52,1750000.0,7000000.0,60747.62633558738,728971.5160270486,-508471.5160270486,-29.055515201545635,-37.0
5 BHK Apartment in Miyapur,Hyderabad,Miyapur,8750000.0,00000 sqft,5 BHK,26250.0,315000.0,94500.0,220500.0,2.52,1750000.0,7000000.0,60747.62633558738,728971.5160270486,-508471.5160270486,-29.055515201545635,-37.0
5 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,8750000.0,00000 sqft,5 BHK,26250.0,315000.0,94500.0,220500.0,2.52,1750000.0,7000000.0,60747.62633558738,728971.5160270486,-508471.5160270486,-29.055515201545635,-37.0
5 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,8750000.0,00000 sqft,5 BHK,26250.0,315000.0,94500.0,220500.0,2.52,1750000.0,7000000.0,60747.62633558738,728971.5160270486,-508471.5160270486,-29.055515201545635,-37.0
5 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,8750000.0,00000 sqft,5 BHK,26250.0,315000.0,94500.0,220500.0,2.52,1750000.0,7000000.0,60747.62633558738,728971.5160270486,-508471.5160270486,-29.055515201545635,-37.0
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,8750000.0,00000 sqft,3 BHK,26250.0,315000.0,94500.0,220500.0,2.52,1750000.0,7000000.0,60747.62633558738,728971.5160270486,-508471.5160270486,-29.055515201545635,-37.0
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,8750000.0,18000 sqft,3 BHK,26250.0,315000.0,94500.0,220500.0,2.52,1750000.0,7000000.0,60747.62633558738,728971.5160270486,-508471.5160270486,-29.055515201545635,-37.0
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,8750000.0,00000 sqft,4 BHK,26250.0,315000.0,94500.0,220500.0,2.52,1750000.0,7000000.0,60747.62633558738,728971.5160270486,-508471.5160270486,-29.055515201545635,-37.0
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,8750000.0,00000 sqft,4 BHK,26250.0,315000.0,94500.0,220500.0,2.52,1750000.0,7000000.0,60747.62633558738,728971.5160270486,-508471.5160270486,-29.055515201545635,-37.0
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,8750000.0,18000 sqft,4 BHK,26250.0,315000.0,94500.0,220500.0,2.52,1750000.0,7000000.0,60747.62633558738,728971.5160270486,-508471.5160270486,-29.055515201545635,-37.0
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,8750000.0,22000 sqft,4 BHK,26250.0,315000.0,94500.0,220500.0,2.52,1750000.0,7000000.0,60747.62633558738,728971.5160270486,-508471.5160270486,-29.055515201545635,-37.0
