City,Title,Location,Bedrooms,Price (Lakhs),Area (sqft),Price per sqft,Rent (INR/month),Property Type,Posted By,Furnishing,Possession
Pune,2 BHK Apartment in Aundh,Aundh,2 BHK,54.45,875,6222.86,10987,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Magarpatta,Magarpatta,3 BHK,54.47,637,8551.02,13258,Apartment,Owner,Unfurnished,Under Construction
Pune,2 BHK Apartment in Pashan,Pashan,2 BHK,54.63,852,6411.97,10306,Apartment,Builder,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Sus,Sus,2 BHK,55.3,880,6284.09,10536,Apartment,Dealer,Fully Furnished,Under Construction
Pune,3 BHK Apartment in Aundh,Aundh,3 BHK,55.5,670,8283.58,12044,Apartment,Builder,Unfurnished,Under Construction
Pune,3 BHK Apartment in Pimple Saudagar,Pimple Saudagar,3 BHK,56.38,1163,4847.81,11300,Apartment,Builder,Fully Furnished,Under Construction
Pune,3 BHK Apartment in Pashan,Pashan,3 BHK,56.4,1218,4630.54,10724,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Shivajinagar,Shivajinagar,3 BHK,56.48,1195,4726.36,12150,Apartment,Owner,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Dhanori,Dhanori,2 BHK,56.88,1370,4151.82,11311,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Magarpatta,Magarpatta,3 BHK,56.89,1236,4602.75,10241,Apartment,Builder,Unfurnished,Under Construction
Pune,3 BHK Apartment in Shivajinagar,Shivajinagar,3 BHK,57.02,657,8678.84,13470,Apartment,Owner,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Pimple Saudagar,Pimple Saudagar,2 BHK,57.32,1308,4382.26,13584,Apartment,Builder,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Nigdi,Nigdi,2 BHK,57.48,814,7061.43,10652,Apartment,Owner,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Warje,Warje,2 BHK,57.53,1402,4103.42,12296,Apartment,Dealer,Unfurnished,Under Construction
Pune,3 BHK Apartment in Pashan,Pashan,3 BHK,57.96,626,9258.79,12874,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Sus,Sus,3 BHK,58,681,8516.89,11156,Apartment,Owner,Unfurnished,Under Construction
Pune,2 BHK Apartment in Koregaon Park,Koregaon Park,2 BHK,59.03,875,6746.29,11837,Apartment,Owner,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Shivajinagar,Shivajinagar,2 BHK,59.67,1392,4286.64,13558,Apartment,Dealer,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Magarpatta,Magarpatta,2 BHK,60,1420,4225.35,13353,Apartment,Builder,Unfurnished,Ready to Move
Pune,3 BHK Apartment in Pimple Saudagar,Pimple Saudagar,3 BHK,60.65,667,9092.95,13233,Apartment,Builder,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Hadapsar,Hadapsar,3 BHK,61.12,671,9108.79,12387,Apartment,Builder,Unfurnished,Under Construction
Pune,3 BHK Apartment in Nigdi,Nigdi,3 BHK,61.65,645,9558.14,11963,Apartment,Owner,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Nigdi,Nigdi,2 BHK,61.65,1412,4366.15,11890,Apartment,Builder,Unfurnished,Under Construction
Pune,2 BHK Apartment in Pashan,Pashan,2 BHK,62.78,1386,4529.58,12878,Apartment,Owner,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Bavdhan,Bavdhan,3 BHK,62.98,650,9689.23,11132,Apartment,Owner,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Bavdhan,Bavdhan,2 BHK,63.02,1394,4520.8,11404,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Sus,Sus,2 BHK,64.18,1299,4940.72,11472,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Viman Nagar,Viman Nagar,3 BHK,64.49,1997,3229.34,13222,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Dhanori,Dhanori,3 BHK,65.57,2054,3192.31,15926,Apartment,Builder,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Baner,Baner,4 BHK,65.6,1742,3765.79,15155,Apartment,Builder,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Kothrud,Kothrud,3 BHK,66.55,2043,3257.46,13986,Apartment,Dealer,Unfurnished,Ready to Move
Pune,4 BHK Apartment in Warje,Warje,4 BHK,68.13,1669,4082.09,15201,Apartment,Owner,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Hinjewadi,Hinjewadi,3 BHK,68.33,1931,3538.58,13670,Apartment,Owner,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Warje,Warje,3 BHK,68.87,2018,3412.78,14431,Apartment,Builder,Fully Furnished,Under Construction
Pune,3 BHK Apartment in Wagholi,Wagholi,3 BHK,69.99,1938,3611.46,14947,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Dhanori,Dhanori,4 BHK,70.69,1697,4165.59,13634,Apartment,Owner,Unfurnished,Under Construction
Pune,1 BHK Apartment in Wakad,Wakad,1 BHK,72.14,1071,6735.76,17686,Apartment,Builder,Fully Furnished,Under Construction
Pune,3 BHK Apartment in Bavdhan,Bavdhan,3 BHK,72.43,1961,3693.52,13869,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,4 BHK Apartment in Bavdhan,Bavdhan,4 BHK,72.6,1610,4509.32,15312,Apartment,Builder,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Pashan,Pashan,3 BHK,72.89,1978,3685.04,13883,Apartment,Dealer,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Wakad,Wakad,4 BHK,73.76,1645,4483.89,14187,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Pimple Saudagar,Pimple Saudagar,3 BHK,74.47,1954,3811.16,13198,Apartment,Dealer,Unfurnished,Ready to Move
Pune,4 BHK Apartment in Hinjewadi,Hinjewadi,4 BHK,74.64,1690,4416.57,14835,Apartment,Owner,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Hadapsar,Hadapsar,4 BHK,74.84,817,9160.34,16667,Apartment,Builder,Unfurnished,Under Construction
Pune,4 BHK Apartment in Kothrud,Kothrud,4 BHK,75.31,1665,4523.12,15202,Apartment,Owner,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Wagholi,Wagholi,4 BHK,75.51,1732,4359.7,15885,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Kothrud,Kothrud,4 BHK,75.75,837,9050.18,18317,Apartment,Builder,Unfurnished,Under Construction
Pune,4 BHK Apartment in Sus,Sus,4 BHK,76.65,1643,4665.25,15871,Apartment,Builder,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Sus,Sus,3 BHK,76.78,2002,3835.16,13261,Apartment,Builder,Fully Furnished,Under Construction
Pune,1 BHK Apartment in Koregaon Park,Koregaon Park,1 BHK,77.06,1058,7283.55,17712,Apartment,Dealer,Unfurnished,Ready to Move
Pune,4 BHK Apartment in Baner,Baner,4 BHK,78,863,9038.24,17929,Apartment,Dealer,Unfurnished,Under Construction
Pune,4 BHK Apartment in Viman Nagar,Viman Nagar,4 BHK,78.32,1715,4566.76,16462,Apartment,Owner,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Hadapsar,Hadapsar,4 BHK,78.37,622,12599.68,19743,Apartment,Builder,Semi-Furnished,Under Construction
Pune,4 BHK Apartment in Nigdi,Nigdi,4 BHK,79.06,678,11660.77,17551,Apartment,Owner,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Kharadi,Kharadi,4 BHK,79.33,810,9793.83,17812,Apartment,Builder,Semi-Furnished,Under Construction
Pune,4 BHK Apartment in Wakad,Wakad,4 BHK,79.46,871,9122.85,16356,Apartment,Builder,Fully Furnished,Under Construction
Pune,1 BHK Apartment in Pimpri,Pimpri,1 BHK,79.63,998,7978.96,17831,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Pimpri,Pimpri,4 BHK,79.63,676,11779.59,17371,Apartment,Dealer,Fully Furnished,Under Construction
Pune,1 BHK Apartment in Baner,Baner,1 BHK,80.25,1063,7549.39,18222,Apartment,Owner,Fully Furnished,Ready to Move
Pune,1 BHK Apartment in Kothrud,Kothrud,1 BHK,80.32,1033,7775.41,16551,Apartment,Owner,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Wagholi,Wagholi,1 BHK,81.99,1070,7662.62,15114,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Kharadi,Kharadi,2 BHK,82.38,1494,5514.06,19464,Apartment,Owner,Unfurnished,Under Construction
Pune,1 BHK Apartment in Hinjewadi,Hinjewadi,1 BHK,82.55,1010,8173.27,18031,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Wakad,Wakad,2 BHK,82.63,1440,5738.19,18880,Apartment,Dealer,Unfurnished,Ready to Move
Pune,4 BHK Apartment in Viman Nagar,Viman Nagar,4 BHK,82.83,635,13044.09,17839,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Hinjewadi,Hinjewadi,4 BHK,84.41,883,9559.46,15909,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Viman Nagar,Viman Nagar,1 BHK,84.59,1033,8188.77,17409,Apartment,Owner,Fully Furnished,Under Construction
Pune,1 BHK Apartment in Warje,Warje,1 BHK,85.24,1069,7973.81,15935,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Viman Nagar,Viman Nagar,4 BHK,85.27,859,9926.66,15540,Apartment,Dealer,Unfurnished,Under Construction
Pune,2 BHK Apartment in Shivajinagar,Shivajinagar,2 BHK,85.35,1467,5818,18447,Apartment,Builder,Semi-Furnished,Under Construction
Pune,4 BHK Apartment in Nigdi,Nigdi,4 BHK,85.53,854,10015.22,17969,Apartment,Owner,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Pimpri,Pimpri,4 BHK,85.56,807,10602.23,17694,Apartment,Builder,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Koregaon Park,Koregaon Park,4 BHK,85.8,805,10658.39,15533,Apartment,Owner,Unfurnished,Under Construction
Pune,2 BHK Apartment in Hadapsar,Hadapsar,2 BHK,85.85,1439,5965.95,18170,Apartment,Owner,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Pashan,Pashan,2 BHK,86.12,577,14925.48,19753,Apartment,Owner,Fully Furnished,Ready to Move
Pune,1 BHK Apartment in Kharadi,Kharadi,1 BHK,86.35,1027,8407.98,17183,Apartment,Owner,Unfurnished,Under Construction
Pune,4 BHK Apartment in Baner,Baner,4 BHK,86.71,674,12864.99,17224,Apartment,Dealer,Unfurnished,Under Construction
Pune,2 BHK Apartment in Magarpatta,Magarpatta,2 BHK,87.23,545,16005.5,17974,Apartment,Owner,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Kharadi,Kharadi,4 BHK,87.4,661,13222.39,19045,Apartment,Builder,Unfurnished,Under Construction
Pune,2 BHK Apartment in Nigdi,Nigdi,2 BHK,87.8,533,16472.8,19059,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Magarpatta,Magarpatta,4 BHK,88.56,653,13562.02,16507,Apartment,Owner,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Shivajinagar,Shivajinagar,2 BHK,89.52,585,15302.56,20946,Apartment,Owner,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Pimpri,Pimpri,2 BHK,90.34,1982,4558.02,22170,Apartment,Builder,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Pimple Saudagar,Pimple Saudagar,2 BHK,91.14,573,15905.76,20070,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Hadapsar,Hadapsar,2 BHK,91.23,542,16832.1,17898,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Sus,Sus,1 BHK,93.15,1612,5778.54,21195,Apartment,Builder,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Aundh,Aundh,2 BHK,93.71,552,16976.45,20507,Apartment,Builder,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Magarpatta,Magarpatta,2 BHK,93.89,1465,6408.87,20099,Apartment,Owner,Unfurnished,Ready to Move
Pune,4 BHK Apartment in Kothrud,Kothrud,4 BHK,94,668,14071.86,18251,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Koregaon Park,Koregaon Park,4 BHK,94,679,13843.89,17348,Apartment,Builder,Unfurnished,Under Construction
Pune,1 BHK Apartment in Aundh,Aundh,1 BHK,94.33,1745,5405.73,22706,Apartment,Builder,Fully Furnished,Ready to Move
Pune,1 BHK Apartment in Bavdhan,Bavdhan,1 BHK,94.51,1642,5755.79,22550,Apartment,Dealer,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Pimpri,Pimpri,2 BHK,95.22,1515,6285.15,20243,Apartment,Builder,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Nigdi,Nigdi,2 BHK,95.24,1387,6866.62,19437,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Wakad,Wakad,4 BHK,95.33,618,15425.57,16651,Apartment,Dealer,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Pimpri,Pimpri,2 BHK,95.43,565,16890.27,18683,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Hadapsar,Hadapsar,1 BHK,95.45,1717,5559.11,20169,Apartment,Owner,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Pimple Saudagar,Pimple Saudagar,2 BHK,95.53,1985,4812.59,22075,Apartment,Dealer,Unfurnished,Ready to Move
Pune,1 BHK Apartment in Shivajinagar,Shivajinagar,1 BHK,95.85,1757,5455.32,22916,Apartment,Dealer,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Baner,Baner,2 BHK,95.89,1492,6426.94,17708,Apartment,Builder,Unfurnished,Under Construction
Pune,2 BHK Apartment in Aundh,Aundh,2 BHK,96.69,1513,6390.61,18600,Apartment,Owner,Unfurnished,Under Construction
Pune,2 BHK Apartment in Koregaon Park,Koregaon Park,2 BHK,97.46,1521,6407.63,16916,Apartment,Owner,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Koregaon Park,Koregaon Park,2 BHK,97.93,570,17180.7,18926,Apartment,Owner,Unfurnished,Under Construction
Pune,2 BHK Apartment in Wagholi,Wagholi,2 BHK,98.03,1205,8135.27,23009,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,1 BHK Apartment in Dhanori,Dhanori,1 BHK,98.61,1690,5834.91,19791,Apartment,Builder,Unfurnished,Under Construction
Pune,2 BHK Apartment in Koregaon Park,Koregaon Park,2 BHK,99.11,2044,4848.83,19273,Apartment,Owner,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Kharadi,Kharadi,2 BHK,99.42,580,17141.38,19735,Apartment,Owner,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Kothrud,Kothrud,2 BHK,99.44,1215,8184.36,21173,Apartment,Dealer,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Dhanori,Dhanori,2 BHK,99.65,2042,4880.02,21114,Apartment,Builder,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Aundh,Aundh,2 BHK,99.75,1958,5094.48,19131,Apartment,Owner,Unfurnished,Under Construction
Pune,1 BHK Apartment in Sus,Sus,1 BHK,100.18,826,12128.33,22820,Apartment,Builder,Unfurnished,Under Construction
Pune,1 BHK Apartment in Nigdi,Nigdi,1 BHK,100.23,1613,6213.89,20418,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Pashan,Pashan,1 BHK,100.27,1689,5936.65,23295,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Hadapsar,Hadapsar,2 BHK,100.83,1943,5189.4,19982,Apartment,Dealer,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Shivajinagar,Shivajinagar,2 BHK,101.46,1170,8671.79,23718,Apartment,Builder,Unfurnished,Ready to Move
Pune,1 BHK Apartment in Pimple Saudagar,Pimple Saudagar,1 BHK,101.96,840,12138.1,22623,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Bavdhan,Bavdhan,1 BHK,102.52,853,12018.76,23986,Apartment,Dealer,Unfurnished,Ready to Move
Pune,1 BHK Apartment in Kothrud,Kothrud,1 BHK,102.65,679,15117.82,23997,Apartment,Owner,Fully Furnished,Under Construction
Pune,1 BHK Apartment in Baner,Baner,1 BHK,102.9,635,16204.72,25565,Apartment,Owner,Unfurnished,Under Construction
Pune,1 BHK Apartment in Pashan,Pashan,1 BHK,103.04,852,12093.9,23940,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Pimple Saudagar,Pimple Saudagar,2 BHK,103.21,1218,8473.73,21677,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Shivajinagar,Shivajinagar,2 BHK,103.89,2067,5026.12,21566,Apartment,Builder,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Pashan,Pashan,2 BHK,104.09,1182,8806.26,22096,Apartment,Dealer,Unfurnished,Under Construction
Pune,2 BHK Apartment in Magarpatta,Magarpatta,2 BHK,104.22,2070,5034.78,22401,Apartment,Owner,Unfurnished,Under Construction
Pune,1 BHK Apartment in Pimple Saudagar,Pimple Saudagar,1 BHK,105.26,1682,6258.03,19347,Apartment,Builder,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Hinjewadi,Hinjewadi,1 BHK,106.22,1386,7663.78,25660,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Nigdi,Nigdi,2 BHK,106.52,2082,5116.23,19916,Apartment,Builder,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Sus,Sus,2 BHK,106.66,1197,8910.61,21341,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Bavdhan,Bavdhan,2 BHK,107.04,1212,8831.68,20344,Apartment,Owner,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Warje,Warje,2 BHK,107.6,1271,8465.77,20754,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Wagholi,Wagholi,1 BHK,108,828,13043.48,23707,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Dhanori,Dhanori,1 BHK,108.03,820,13174.39,22574,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Pashan,Pashan,2 BHK,108.62,1925,5642.6,19451,Apartment,Builder,Fully Furnished,Under Construction
Pune,1 BHK Apartment in Hinjewadi,Hinjewadi,1 BHK,108.73,664,16375,25514,Apartment,Owner,Fully Furnished,Ready to Move
Pune,1 BHK Apartment in Pashan,Pashan,1 BHK,108.99,666,16364.86,24142,Apartment,Dealer,Unfurnished,Under Construction
Pune,2 BHK Apartment in Pimpri,Pimpri,2 BHK,110.02,536,20526.12,27431,Apartment,Owner,Unfurnished,Under Construction
Pune,1 BHK Apartment in Magarpatta,Magarpatta,1 BHK,110.42,1739,6349.63,21892,Apartment,Owner,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Dhanori,Dhanori,1 BHK,110.48,672,16440.48,22320,Apartment,Dealer,Unfurnished,Under Construction
Pune,2 BHK Apartment in Hinjewadi,Hinjewadi,2 BHK,110.88,589,18825.13,23408,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Sus,Sus,1 BHK,110.9,617,17974.07,24921,Apartment,Builder,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Warje,Warje,1 BHK,111.59,634,17600.95,25171,Apartment,Dealer,Unfurnished,Ready to Move
Pune,1 BHK Apartment in Wagholi,Wagholi,1 BHK,111.76,1336,8365.27,22138,Apartment,Dealer,Fully Furnished,Under Construction
Pune,1 BHK Apartment in Wakad,Wakad,1 BHK,112.66,1400,8047.14,24919,Apartment,Builder,Fully Furnished,Ready to Move
Pune,1 BHK Apartment in Hinjewadi,Hinjewadi,1 BHK,112.82,833,13543.82,25131,Apartment,Dealer,Unfurnished,Ready to Move
Pune,1 BHK Apartment in Viman Nagar,Viman Nagar,1 BHK,112.99,831,13596.87,22018,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Sus,Sus,1 BHK,114.25,1374,8315.14,25262,Apartment,Builder,Unfurnished,Under Construction
Pune,1 BHK Apartment in Kothrud,Kothrud,1 BHK,114.27,1375,8310.55,22764,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Wagholi,Wagholi,1 BHK,114.65,638,17970.22,21885,Apartment,Owner,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Baner,Baner,1 BHK,114.83,1380,8321.01,24928,Apartment,Dealer,Unfurnished,Under Construction
Pune,2 BHK Apartment in Hinjewadi,Hinjewadi,2 BHK,115.45,1175,9825.53,21362,Apartment,Dealer,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Dhanori,Dhanori,2 BHK,116.04,1206,9621.89,20568,Apartment,Owner,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Kharadi,Kharadi,2 BHK,116.43,578,20143.6,25658,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Bavdhan,Bavdhan,1 BHK,116.62,618,18870.55,22176,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Dhanori,Dhanori,1 BHK,117.08,1348,8685.46,22642,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Hadapsar,Hadapsar,1 BHK,117.49,1182,9939.93,25522,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Baner,Baner,2 BHK,117.51,541,21720.89,24872,Apartment,Dealer,Unfurnished,Under Construction
Pune,1 BHK Apartment in Viman Nagar,Viman Nagar,1 BHK,118.38,1389,8522.68,22688,Apartment,Dealer,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Viman Nagar,Viman Nagar,2 BHK,118.58,561,21137.25,27493,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,1 BHK Apartment in Warje,Warje,1 BHK,118.66,812,14613.3,23453,Apartment,Builder,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Bavdhan,Bavdhan,1 BHK,118.82,1342,8853.95,24131,Apartment,Owner,Unfurnished,Ready to Move
Pune,1 BHK Apartment in Viman Nagar,Viman Nagar,1 BHK,119.61,661,18095.31,25578,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Wagholi,Wagholi,2 BHK,119.63,576,20769.1,24968,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Nigdi,Nigdi,1 BHK,120.69,1185,10184.81,27476,Apartment,Owner,Fully Furnished,Ready to Move
Pune,1 BHK Apartment in Kothrud,Kothrud,1 BHK,120.74,852,14171.36,21857,Apartment,Owner,Unfurnished,Ready to Move
Pune,1 BHK Apartment in Wakad,Wakad,1 BHK,121.14,1249,9698.96,29707,Apartment,Dealer,Unfurnished,Ready to Move
Pune,1 BHK Apartment in Pimpri,Pimpri,1 BHK,121.32,1228,9879.48,25367,Apartment,Owner,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Kothrud,Kothrud,2 BHK,122.01,545,22387.16,27302,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Warje,Warje,2 BHK,122.65,549,22340.62,26911,Apartment,Owner,Fully Furnished,Under Construction
Pune,1 BHK Apartment in Warje,Warje,1 BHK,123,1362,9030.84,23155,Apartment,Builder,Unfurnished,Ready to Move
Pune,1 BHK Apartment in Baner,Baner,1 BHK,123.43,1161,10631.35,27569,Apartment,Owner,Unfurnished,Under Construction
Pune,1 BHK Apartment in Koregaon Park,Koregaon Park,1 BHK,124.31,1221,10181,24610,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Wakad,Wakad,2 BHK,124.36,564,22049.65,24101,Apartment,Builder,Unfurnished,Ready to Move
Pune,3 BHK Apartment in Pimpri,Pimpri,3 BHK,127.56,1412,9033.99,30026,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,1 BHK Apartment in Hinjewadi,Hinjewadi,1 BHK,127.96,1259,10163.62,25120,Apartment,Owner,Unfurnished,Ready to Move
Pune,3 BHK Apartment in Nigdi,Nigdi,3 BHK,128.25,1428,8981.09,31543,Apartment,Builder,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Koregaon Park,Koregaon Park,2 BHK,130.01,583,22300.17,25269,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Viman Nagar,Viman Nagar,1 BHK,131.02,1212,10810.23,26201,Apartment,Owner,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Hadapsar,Hadapsar,3 BHK,131.62,1420,9269.01,27321,Apartment,Owner,Fully Furnished,Under Construction
Pune,1 BHK Apartment in Kothrud,Kothrud,1 BHK,131.63,1161,11337.64,29399,Apartment,Builder,Unfurnished,Under Construction
Pune,3 BHK Apartment in Koregaon Park,Koregaon Park,3 BHK,132.65,1391,9536.3,26717,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Dhanori,Dhanori,4 BHK,134.18,1944,6902.26,32601,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Wagholi,Wagholi,4 BHK,135.31,2787,4855.04,33139,Apartment,Owner,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Kharadi,Kharadi,1 BHK,137.85,1204,11449.34,28396,Apartment,Builder,Unfurnished,Ready to Move
Pune,3 BHK Apartment in Wakad,Wakad,3 BHK,139.17,1486,9365.41,29835,Apartment,Builder,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Aundh,Aundh,3 BHK,139.43,1425,9784.56,28115,Apartment,Owner,Unfurnished,Ready to Move
Pune,4 BHK Apartment in Pashan,Pashan,4 BHK,140.03,2705,5176.71,30657,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Magarpatta,Magarpatta,4 BHK,141.27,1999,7067.03,27652,Apartment,Dealer,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Aundh,Aundh,4 BHK,142.02,2811,5052.29,28212,Apartment,Builder,Unfurnished,Under Construction
Pune,4 BHK Apartment in Hadapsar,Hadapsar,4 BHK,143.5,2023,7093.43,29627,Apartment,Owner,Unfurnished,Under Construction
Pune,4 BHK Apartment in Pashan,Pashan,4 BHK,144.08,1947,7400.1,27468,Apartment,Builder,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Sus,Sus,2 BHK,144.17,1364,10569.65,33799,Apartment,Dealer,Unfurnished,Under Construction
Pune,4 BHK Apartment in Pimple Saudagar,Pimple Saudagar,4 BHK,144.65,2019,7164.44,28450,Apartment,Owner,Semi-Furnished,Under Construction
Pune,4 BHK Apartment in Warje,Warje,4 BHK,145.19,2743,5293.11,34241,Apartment,Builder,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Koregaon Park,Koregaon Park,4 BHK,145.9,1931,7555.67,28598,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Kharadi,Kharadi,3 BHK,146.76,1494,9823.29,29243,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Hinjewadi,Hinjewadi,4 BHK,147.42,2745,5370.49,28855,Apartment,Builder,Unfurnished,Under Construction
