Title,City,Location,Bedrooms,Price_INR,Area_sqft,Price_per_sqft,Monthly_Rent
2 BHK Apartment in Noida,Delhi,Noida,2 BHK,4000000,900,4444.444444,12000
1 BHK Apartment in Saket,Delhi,Saket,1 BHK,5000000,3600,1388.888889,15000
1 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,1 BHK,5000000,969,5159.95872,15000
1 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,1 BHK,5000000,3600,1388.888889,15000
1 BHK Apartment in Janakpuri,Delhi,Janakpuri,1 BHK,5000000,1200,4166.666667,15000
1 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,1 BHK,5000000,2645,1890.359168,15000
1 BHK Apartment in Pitampura,Delhi,Pitampura,1 BHK,5000000,2271,2201.673272,15000
2 BHK Apartment in Janakpuri,Delhi,Janakpuri,2 BHK,5000000,1200,4166.666667,15000
2 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,2 BHK,5000000,2645,1890.359168,15000
2 BHK Apartment in Pitampura,Delhi,Pitampura,2 BHK,5000000,2271,2201.673272,15000
2 BHK Apartment in Noida,Delhi,Noida,2 BHK,5000000,900,5555.555556,15000
2 BHK Apartment in Gurgaon,Delhi,Gurgaon,2 BHK,5000000,550,9090.909091,15000
1 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,1 BHK,6000000,969,6191.950464,18000
1 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,1 BHK,6000000,3600,1666.666667,18000
1 BHK Apartment in Janakpuri,Delhi,Janakpuri,1 BHK,6000000,1200,5000,18000
1 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,1 BHK,6000000,2645,2268.431002,18000
1 BHK Apartment in Pitampura,Delhi,Pitampura,1 BHK,6000000,2271,2642.007926,18000
2 BHK Apartment in Janakpuri,Delhi,Janakpuri,2 BHK,6000000,1200,5000,18000
2 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,2 BHK,6000000,2645,2268.431002,18000
2 BHK Apartment in Pitampura,Delhi,Pitampura,2 BHK,6000000,2271,2642.007926,18000
2 BHK Apartment in Noida,Delhi,Noida,2 BHK,6000000,900,6666.666667,18000
2 BHK Apartment in Gurgaon,Delhi,Gurgaon,2 BHK,6000000,550,10909.09091,18000
2 BHK Apartment in Dwarka,Delhi,Dwarka,2 BHK,6000000,1000,6000,18000
1 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,1 BHK,7000000,3600,1944.444444,21000
1 BHK Apartment in Janakpuri,Delhi,Janakpuri,1 BHK,7000000,1200,5833.333333,21000
1 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,1 BHK,7000000,2645,2646.502836,21000
1 BHK Apartment in Pitampura,Delhi,Pitampura,1 BHK,7000000,2271,3082.34258,21000
2 BHK Apartment in Janakpuri,Delhi,Janakpuri,2 BHK,7000000,1200,5833.333333,21000
2 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,2 BHK,7000000,2645,2646.502836,21000
2 BHK Apartment in Pitampura,Delhi,Pitampura,2 BHK,7000000,2271,3082.34258,21000
2 BHK Apartment in Noida,Delhi,Noida,2 BHK,7000000,900,7777.777778,21000
2 BHK Apartment in Gurgaon,Delhi,Gurgaon,2 BHK,7000000,550,12727.27273,21000
2 BHK Apartment in Dwarka,Delhi,Dwarka,2 BHK,7000000,1000,7000,21000
3 BHK Apartment in Noida,Delhi,Noida,3 BHK,7000000,900,7777.777778,21000
3 BHK Apartment in Gurgaon,Delhi,Gurgaon,3 BHK,7000000,550,12727.27273,21000
3 BHK Apartment in Dwarka,Delhi,Dwarka,3 BHK,7000000,1000,7000,21000
3 BHK Apartment in Rohini,Delhi,Rohini,3 BHK,7000000,3600,1944.444444,21000
2 BHK Apartment in Janakpuri,Delhi,Janakpuri,2 BHK,8000000,1200,6666.666667,24000
2 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,2 BHK,8000000,2645,3024.574669,24000
2 BHK Apartment in Pitampura,Delhi,Pitampura,2 BHK,8000000,2271,3522.677235,24000
2 BHK Apartment in Noida,Delhi,Noida,2 BHK,8000000,900,8888.888889,24000
2 BHK Apartment in Gurgaon,Delhi,Gurgaon,2 BHK,8000000,550,14545.45455,24000
2 BHK Apartment in Dwarka,Delhi,Dwarka,2 BHK,8000000,1000,8000,24000
3 BHK Apartment in Noida,Delhi,Noida,3 BHK,8000000,900,8888.888889,24000
3 BHK Apartment in Gurgaon,Delhi,Gurgaon,3 BHK,8000000,550,14545.45455,24000
3 BHK Apartment in Dwarka,Delhi,Dwarka,3 BHK,8000000,1000,8000,24000
3 BHK Apartment in Rohini,Delhi,Rohini,3 BHK,8000000,3600,2222.222222,24000
3 BHK Apartment in Saket,Delhi,Saket,3 BHK,8000000,969,8255.933953,24000
2 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,2 BHK,9000000,2645,3402.646503,27000
2 BHK Apartment in Pitampura,Delhi,Pitampura,2 BHK,9000000,2271,3963.011889,27000
2 BHK Apartment in Noida,Delhi,Noida,2 BHK,9000000,900,10000,27000
2 BHK Apartment in Gurgaon,Delhi,Gurgaon,2 BHK,9000000,550,16363.63636,27000
2 BHK Apartment in Dwarka,Delhi,Dwarka,2 BHK,9000000,1000,9000,27000
3 BHK Apartment in Noida,Delhi,Noida,3 BHK,9000000,900,10000,27000
3 BHK Apartment in Gurgaon,Delhi,Gurgaon,3 BHK,9000000,550,16363.63636,27000
3 BHK Apartment in Dwarka,Delhi,Dwarka,3 BHK,9000000,1000,9000,27000
3 BHK Apartment in Rohini,Delhi,Rohini,3 BHK,9000000,3600,2500,27000
3 BHK Apartment in Saket,Delhi,Saket,3 BHK,9000000,969,9287.925697,27000
3 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,3 BHK,9000000,3600,2500,27000
2 BHK Apartment in Pitampura,Delhi,Pitampura,2 BHK,10000000,2271,4403.346543,30000
2 BHK Apartment in Noida,Delhi,Noida,2 BHK,10000000,900,11111.11111,30000
2 BHK Apartment in Gurgaon,Delhi,Gurgaon,2 BHK,10000000,550,18181.81818,30000
2 BHK Apartment in Dwarka,Delhi,Dwarka,2 BHK,10000000,1000,10000,30000
3 BHK Apartment in Noida,Delhi,Noida,3 BHK,10000000,900,11111.11111,30000
3 BHK Apartment in Gurgaon,Delhi,Gurgaon,3 BHK,10000000,550,18181.81818,30000
3 BHK Apartment in Dwarka,Delhi,Dwarka,3 BHK,10000000,1000,10000,30000
3 BHK Apartment in Rohini,Delhi,Rohini,3 BHK,10000000,3600,2777.777778,30000
3 BHK Apartment in Saket,Delhi,Saket,3 BHK,10000000,969,10319.91744,30000
3 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,3 BHK,10000000,3600,2777.777778,30000
4 BHK Apartment in Rohini,Delhi,Rohini,4 BHK,10000000,3600,2777.777778,30000
4 BHK Apartment in Saket,Delhi,Saket,4 BHK,10000000,969,10319.91744,30000
4 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,4 BHK,10000000,3600,2777.777778,30000
4 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,4 BHK,10000000,1200,8333.333333,30000
3 BHK Apartment in Noida,Delhi,Noida,3 BHK,12000000,900,13333.33333,36000
3 BHK Apartment in Gurgaon,Delhi,Gurgaon,3 BHK,12000000,550,21818.18182,36000
3 BHK Apartment in Dwarka,Delhi,Dwarka,3 BHK,12000000,1000,12000,36000
3 BHK Apartment in Rohini,Delhi,Rohini,3 BHK,12000000,3600,3333.333333,36000
3 BHK Apartment in Saket,Delhi,Saket,3 BHK,12000000,969,12383.90093,36000
3 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,3 BHK,12000000,3600,3333.333333,36000
4 BHK Apartment in Rohini,Delhi,Rohini,4 BHK,12000000,3600,3333.333333,36000
4 BHK Apartment in Saket,Delhi,Saket,4 BHK,12000000,969,12383.90093,36000
4 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,4 BHK,12000000,3600,3333.333333,36000
4 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,4 BHK,12000000,1200,10000,36000
4 BHK Apartment in Janakpuri,Delhi,Janakpuri,4 BHK,12000000,2645,4536.862004,36000
3 BHK Apartment in Gurgaon,Delhi,Gurgaon,3 BHK,14000000,550,25454.54545,42000
3 BHK Apartment in Dwarka,Delhi,Dwarka,3 BHK,14000000,1000,14000,42000
3 BHK Apartment in Rohini,Delhi,Rohini,3 BHK,14000000,3600,3888.888889,42000
3 BHK Apartment in Saket,Delhi,Saket,3 BHK,14000000,969,14447.88442,42000
3 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,3 BHK,14000000,3600,3888.888889,42000
4 BHK Apartment in Rohini,Delhi,Rohini,4 BHK,14000000,3600,3888.888889,42000
4 BHK Apartment in Saket,Delhi,Saket,4 BHK,14000000,969,14447.88442,42000
4 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,4 BHK,14000000,3600,3888.888889,42000
4 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,4 BHK,14000000,1200,11666.66667,42000
4 BHK Apartment in Janakpuri,Delhi,Janakpuri,4 BHK,14000000,2645,5293.005671,42000
4 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,4 BHK,14000000,2271,6164.685161,42000
3 BHK Apartment in Dwarka,Delhi,Dwarka,3 BHK,16000000,1000,16000,48000
3 BHK Apartment in Rohini,Delhi,Rohini,3 BHK,16000000,3600,4444.444444,48000
3 BHK Apartment in Saket,Delhi,Saket,3 BHK,16000000,969,16511.86791,48000
3 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,3 BHK,16000000,3600,4444.444444,48000
4 BHK Apartment in Rohini,Delhi,Rohini,4 BHK,16000000,3600,4444.444444,48000
4 BHK Apartment in Saket,Delhi,Saket,4 BHK,16000000,969,16511.86791,48000
4 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,4 BHK,16000000,3600,4444.444444,48000
4 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,4 BHK,16000000,1200,13333.33333,48000
4 BHK Apartment in Janakpuri,Delhi,Janakpuri,4 BHK,16000000,2645,6049.149338,48000
4 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,4 BHK,16000000,2271,7045.354469,48000
1 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,1 BHK,16000000,1200,13333.33333,48000
1 BHK Apartment in Janakpuri,Delhi,Janakpuri,1 BHK,16000000,2645,6049.149338,48000
1 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,1 BHK,16000000,2271,7045.354469,48000
1 BHK Apartment in Pitampura,Delhi,Pitampura,1 BHK,16000000,900,17777.77778,48000
4 BHK Apartment in Rohini,Delhi,Rohini,4 BHK,18000000,3600,5000,54000
4 BHK Apartment in Saket,Delhi,Saket,4 BHK,18000000,969,18575.85139,54000
4 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,4 BHK,18000000,1200,15000,54000
4 BHK Apartment in Janakpuri,Delhi,Janakpuri,4 BHK,18000000,2645,6805.293006,54000
4 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,4 BHK,18000000,2271,7926.023778,54000
1 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,1 BHK,18000000,1200,15000,54000
1 BHK Apartment in Janakpuri,Delhi,Janakpuri,1 BHK,18000000,2645,6805.293006,54000
1 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,1 BHK,18000000,2271,7926.023778,54000
1 BHK Apartment in Pitampura,Delhi,Pitampura,1 BHK,18000000,900,20000,54000
1 BHK Apartment in Noida,Delhi,Noida,1 BHK,18000000,550,32727.27273,54000
4 BHK Apartment in Saket,Delhi,Saket,4 BHK,20000000,969,20639.83488,60000
4 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,4 BHK,20000000,1200,16666.66667,60000
4 BHK Apartment in Janakpuri,Delhi,Janakpuri,4 BHK,20000000,2645,7561.436673,60000
4 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,4 BHK,20000000,2271,8806.693087,60000
1 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,1 BHK,20000000,1200,16666.66667,60000
1 BHK Apartment in Janakpuri,Delhi,Janakpuri,1 BHK,20000000,2645,7561.436673,60000
1 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,1 BHK,20000000,2271,8806.693087,60000
1 BHK Apartment in Pitampura,Delhi,Pitampura,1 BHK,20000000,900,22222.22222,60000
1 BHK Apartment in Noida,Delhi,Noida,1 BHK,20000000,550,36363.63636,60000
1 BHK Apartment in Gurgaon,Delhi,Gurgaon,1 BHK,20000000,1000,20000,60000
4 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,4 BHK,23000000,1200,19166.66667,69000
4 BHK Apartment in Janakpuri,Delhi,Janakpuri,4 BHK,23000000,2645,8695.652174,69000
4 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,4 BHK,23000000,2271,10127.69705,69000
1 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,1 BHK,23000000,1200,19166.66667,69000
1 BHK Apartment in Janakpuri,Delhi,Janakpuri,1 BHK,23000000,2645,8695.652174,69000
1 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,1 BHK,23000000,2271,10127.69705,69000
1 BHK Apartment in Pitampura,Delhi,Pitampura,1 BHK,23000000,900,25555.55556,69000
1 BHK Apartment in Noida,Delhi,Noida,1 BHK,23000000,550,41818.18182,69000
1 BHK Apartment in Gurgaon,Delhi,Gurgaon,1 BHK,23000000,1000,23000,69000
2 BHK Apartment in Pitampura,Delhi,Pitampura,2 BHK,23000000,900,25555.55556,69000
2 BHK Apartment in Noida,Delhi,Noida,2 BHK,23000000,550,41818.18182,69000
2 BHK Apartment in Gurgaon,Delhi,Gurgaon,2 BHK,23000000,1000,23000,69000
2 BHK Apartment in Dwarka,Delhi,Dwarka,2 BHK,23000000,3600,6388.888889,69000
1 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,1 BHK,26000000,1200,21666.66667,78000
1 BHK Apartment in Janakpuri,Delhi,Janakpuri,1 BHK,26000000,2645,9829.867675,78000
1 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,1 BHK,26000000,2271,11448.70101,78000
1 BHK Apartment in Pitampura,Delhi,Pitampura,1 BHK,26000000,900,28888.88889,78000
1 BHK Apartment in Noida,Delhi,Noida,1 BHK,26000000,550,47272.72727,78000
1 BHK Apartment in Gurgaon,Delhi,Gurgaon,1 BHK,26000000,1000,26000,78000
2 BHK Apartment in Pitampura,Delhi,Pitampura,2 BHK,26000000,900,28888.88889,78000
2 BHK Apartment in Noida,Delhi,Noida,2 BHK,26000000,550,47272.72727,78000
2 BHK Apartment in Gurgaon,Delhi,Gurgaon,2 BHK,26000000,1000,26000,78000
2 BHK Apartment in Dwarka,Delhi,Dwarka,2 BHK,26000000,3600,7222.222222,78000
2 BHK Apartment in Rohini,Delhi,Rohini,2 BHK,26000000,969,26831.78535,78000
1 BHK Apartment in Janakpuri,Delhi,Janakpuri,1 BHK,30000000,2645,11342.15501,90000
1 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,1 BHK,30000000,2271,13210.03963,90000
1 BHK Apartment in Pitampura,Delhi,Pitampura,1 BHK,30000000,900,33333.33333,90000
1 BHK Apartment in Noida,Delhi,Noida,1 BHK,30000000,550,54545.45455,90000
1 BHK Apartment in Gurgaon,Delhi,Gurgaon,1 BHK,30000000,1000,30000,90000
2 BHK Apartment in Pitampura,Delhi,Pitampura,2 BHK,30000000,900,33333.33333,90000
2 BHK Apartment in Noida,Delhi,Noida,2 BHK,30000000,550,54545.45455,90000
2 BHK Apartment in Gurgaon,Delhi,Gurgaon,2 BHK,30000000,1000,30000,90000
2 BHK Apartment in Dwarka,Delhi,Dwarka,2 BHK,30000000,3600,8333.333333,90000
2 BHK Apartment in Rohini,Delhi,Rohini,2 BHK,30000000,969,30959.75232,90000
2 BHK Apartment in Saket,Delhi,Saket,2 BHK,30000000,3600,8333.333333,90000
1 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,1 BHK,35000000,2271,15411.7129,105000
1 BHK Apartment in Pitampura,Delhi,Pitampura,1 BHK,35000000,900,38888.88889,105000
1 BHK Apartment in Noida,Delhi,Noida,1 BHK,35000000,550,63636.36364,105000
1 BHK Apartment in Gurgaon,Delhi,Gurgaon,1 BHK,35000000,1000,35000,105000
2 BHK Apartment in Pitampura,Delhi,Pitampura,2 BHK,35000000,900,38888.88889,105000
2 BHK Apartment in Noida,Delhi,Noida,2 BHK,35000000,550,63636.36364,105000
2 BHK Apartment in Gurgaon,Delhi,Gurgaon,2 BHK,35000000,1000,35000,105000
2 BHK Apartment in Dwarka,Delhi,Dwarka,2 BHK,35000000,3600,9722.222222,105000
2 BHK Apartment in Rohini,Delhi,Rohini,2 BHK,35000000,969,36119.71104,105000
2 BHK Apartment in Saket,Delhi,Saket,2 BHK,35000000,3600,9722.222222,105000
3 BHK Apartment in Dwarka,Delhi,Dwarka,3 BHK,35000000,3600,9722.222222,105000
3 BHK Apartment in Rohini,Delhi,Rohini,3 BHK,35000000,969,36119.71104,105000
3 BHK Apartment in Saket,Delhi,Saket,3 BHK,35000000,3600,9722.222222,105000
3 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,3 BHK,35000000,1200,29166.66667,105000
2 BHK Apartment in Pitampura,Delhi,Pitampura,2 BHK,40000000,900,44444.44444,120000
2 BHK Apartment in Noida,Delhi,Noida,2 BHK,40000000,550,72727.27273,120000
2 BHK Apartment in Gurgaon,Delhi,Gurgaon,2 BHK,40000000,1000,40000,120000
2 BHK Apartment in Dwarka,Delhi,Dwarka,2 BHK,40000000,3600,11111.11111,120000
2 BHK Apartment in Rohini,Delhi,Rohini,2 BHK,40000000,969,41279.66976,120000
2 BHK Apartment in Saket,Delhi,Saket,2 BHK,40000000,3600,11111.11111,120000
3 BHK Apartment in Dwarka,Delhi,Dwarka,3 BHK,40000000,3600,11111.11111,120000
3 BHK Apartment in Rohini,Delhi,Rohini,3 BHK,40000000,969,41279.66976,120000
3 BHK Apartment in Saket,Delhi,Saket,3 BHK,40000000,3600,11111.11111,120000
3 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,3 BHK,40000000,1200,33333.33333,120000
3 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,3 BHK,40000000,2645,15122.87335,120000
2 BHK Apartment in Noida,Delhi,Noida,2 BHK,45000000,550,81818.18182,135000
2 BHK Apartment in Gurgaon,Delhi,Gurgaon,2 BHK,45000000,1000,45000,135000
2 BHK Apartment in Dwarka,Delhi,Dwarka,2 BHK,45000000,3600,12500,135000
2 BHK Apartment in Rohini,Delhi,Rohini,2 BHK,45000000,969,46439.62848,135000
2 BHK Apartment in Saket,Delhi,Saket,2 BHK,45000000,3600,12500,135000
3 BHK Apartment in Dwarka,Delhi,Dwarka,3 BHK,45000000,3600,12500,135000
3 BHK Apartment in Rohini,Delhi,Rohini,3 BHK,45000000,969,46439.62848,135000
3 BHK Apartment in Saket,Delhi,Saket,3 BHK,45000000,3600,12500,135000
3 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,3 BHK,45000000,1200,37500,135000
3 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,3 BHK,45000000,2645,17013.23251,135000
3 BHK Apartment in Janakpuri,Delhi,Janakpuri,3 BHK,45000000,2271,19815.05945,135000
2 BHK Apartment in Gurgaon,Delhi,Gurgaon,2 BHK,50000000,1000,50000,150000
2 BHK Apartment in Dwarka,Delhi,Dwarka,2 BHK,50000000,3600,13888.88889,150000
2 BHK Apartment in Rohini,Delhi,Rohini,2 BHK,50000000,969,51599.5872,150000
2 BHK Apartment in Saket,Delhi,Saket,2 BHK,50000000,3600,13888.88889,150000
3 BHK Apartment in Dwarka,Delhi,Dwarka,3 BHK,50000000,3600,13888.88889,150000
3 BHK Apartment in Rohini,Delhi,Rohini,3 BHK,50000000,969,51599.5872,150000
3 BHK Apartment in Saket,Delhi,Saket,3 BHK,50000000,3600,13888.88889,150000
3 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,3 BHK,50000000,1200,41666.66667,150000
3 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,3 BHK,50000000,2645,18903.59168,150000
3 BHK Apartment in Janakpuri,Delhi,Janakpuri,3 BHK,50000000,2271,22016.73272,150000
4 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,4 BHK,50000000,1200,41666.66667,150000
4 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,4 BHK,50000000,2645,18903.59168,150000
4 BHK Apartment in Janakpuri,Delhi,Janakpuri,4 BHK,50000000,2271,22016.73272,150000
4 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,4 BHK,50000000,900,55555.55556,150000
3 BHK Apartment in Dwarka,Delhi,Dwarka,3 BHK,100000000,3600,27777.77778,300000
3 BHK Apartment in Rohini,Delhi,Rohini,3 BHK,100000000,969,103199.1744,300000
3 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,3 BHK,100000000,1200,83333.33333,300000
3 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,3 BHK,100000000,2645,37807.18336,300000
3 BHK Apartment in Janakpuri,Delhi,Janakpuri,3 BHK,100000000,2271,44033.46543,300000
4 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,4 BHK,100000000,1200,83333.33333,300000
4 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,4 BHK,100000000,2645,37807.18336,300000
4 BHK Apartment in Janakpuri,Delhi,Janakpuri,4 BHK,100000000,2271,44033.46543,300000
4 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,4 BHK,100000000,900,111111.1111,300000
4 BHK Apartment in Pitampura,Delhi,Pitampura,4 BHK,100000000,550,181818.1818,300000
3 BHK Apartment in Rohini,Delhi,Rohini,3 BHK,200000000,969,206398.3488,600000
3 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,3 BHK,200000000,1200,166666.6667,600000
3 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,3 BHK,200000000,2645,75614.36673,600000
3 BHK Apartment in Janakpuri,Delhi,Janakpuri,3 BHK,200000000,2271,88066.93087,600000
4 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,4 BHK,200000000,1200,166666.6667,600000
4 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,4 BHK,200000000,2645,75614.36673,600000
4 BHK Apartment in Janakpuri,Delhi,Janakpuri,4 BHK,200000000,2271,88066.93087,600000
4 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,4 BHK,200000000,900,222222.2222,600000
4 BHK Apartment in Pitampura,Delhi,Pitampura,4 BHK,200000000,550,363636.3636,600000
4 BHK Apartment in Noida,Delhi,Noida,4 BHK,200000000,1000,200000,600000
1 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,1 BHK,5000000,1200,4166.666667,15000
1 BHK Apartment in Madhapur,Hyderabad,Madhapur,1 BHK,5000000,1908,2620.545073,15000
1 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,1 BHK,5000000,1360,3676.470588,15000
1 BHK Apartment in Hitech City,Hyderabad,Hitech City,1 BHK,5000000,1300,3846.153846,15000
1 BHK Apartment in Kondapur,Hyderabad,Kondapur,1 BHK,5000000,1490,3355.704698,15000
2 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,2 BHK,5000000,1360,3676.470588,15000
2 BHK Apartment in Hitech City,Hyderabad,Hitech City,2 BHK,5000000,1300,3846.153846,15000
2 BHK Apartment in Kondapur,Hyderabad,Kondapur,2 BHK,5000000,1490,3355.704698,15000
2 BHK Apartment in Manikonda,Hyderabad,Manikonda,2 BHK,5000000,1188,4208.754209,15000
2 BHK Apartment in Miyapur,Hyderabad,Miyapur,2 BHK,5000000,697,7173.601148,15000
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,5000000,1490,3355.704698,15000
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,5000000,1188,4208.754209,15000
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,5000000,697,7173.601148,15000
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,5000000,1180,4237.288136,15000
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,5000000,1200,4166.666667,15000
2 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,2 BHK,10000000,1360,7352.941176,30000
2 BHK Apartment in Hitech City,Hyderabad,Hitech City,2 BHK,10000000,1300,7692.307692,30000
2 BHK Apartment in Kondapur,Hyderabad,Kondapur,2 BHK,10000000,1490,6711.409396,30000
2 BHK Apartment in Manikonda,Hyderabad,Manikonda,2 BHK,10000000,1188,8417.508418,30000
2 BHK Apartment in Miyapur,Hyderabad,Miyapur,2 BHK,10000000,697,14347.2023,30000
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,10000000,1490,6711.409396,30000
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,10000000,1188,8417.508418,30000
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,10000000,697,14347.2023,30000
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,10000000,1180,8474.576271,30000
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,10000000,1200,8333.333333,30000
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,10000000,697,14347.2023,30000
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,10000000,1180,8474.576271,30000
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,4 BHK,10000000,1200,8333.333333,30000
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,4 BHK,10000000,1908,5241.090147,30000
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,10000000,1360,7352.941176,30000
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,15000000,1490,10067.11409,45000
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,15000000,1188,12626.26263,45000
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,15000000,697,21520.80344,45000
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,15000000,1180,12711.86441,45000
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,15000000,1200,12500,45000
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,15000000,697,21520.80344,45000
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,15000000,1180,12711.86441,45000
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,4 BHK,15000000,1200,12500,45000
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,4 BHK,15000000,1908,7861.63522,45000
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,15000000,1360,11029.41176,45000
5 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,5 BHK,15000000,1200,12500,45000
5 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,5 BHK,15000000,1908,7861.63522,45000
5 BHK Apartment in Madhapur,Hyderabad,Madhapur,5 BHK,15000000,1360,11029.41176,45000
5 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,5 BHK,15000000,1300,11538.46154,45000
5 BHK Apartment in Hitech City,Hyderabad,Hitech City,5 BHK,15000000,1490,10067.11409,45000
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,1000000000,697,1434720.23,3000000
